SMILES,Solvent,Ex (nm),Em (nm),ST (nm),QY,¦Å (cm-1M-1),Log(¦Å),Reference
O=C(O)c1ccccc1-c1c2ccc(=O)c(CNCCSCCCSCCNCc3c4oc5cc(O)ccc5c(-c5ccccc5C(=O)O)c-4ccc3=O)c-2oc2cc(O)ccc12,O,496,517,21,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1ccccc1-c1c2ccc(=O)c3c-2oc2c(c(O)ccc12)CNCCSCCCCSCCNC3,O,490,515,25,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1ccccc1-c1c2ccc(=O)cc-2oc2c(C3NC(C(=O)O)CS3)c(O)ccc12,O,420,528,108,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1ccccc1-c1c2ccc(=O)cc-2oc2c1ccc1cc(O)ccc12,O,538,629,91,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1ccccc1-c1c2ccc(=O)cc-2oc2c3c4c(cc12)N1CCCC1CN4CCC3,O,545,676,131,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,CO,458,515,57,,,,https://doi.org/10.1016/j.molliq.2016.12.047
O=C(O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,C1CCOC1,454,503,49,,9231,3.965248751,https://doi.org/10.1016/j.optcom.2009.12.028
O=C(O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,CCO,458,516,58,,,,https://doi.org/10.1016/j.molliq.2016.12.047
O=C(O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,CC(=O)C,490,,,,,,https://doi.org/10.1016/j.molliq.2016.12.047
O=C(O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,CS(=O)C,490,,,,,,https://doi.org/10.1016/j.molliq.2016.12.047
O=C(O)c1ccccc1-c1c2ccc3cccc(O)c3c2oc2c1ccc1cccc(=O)c12,O,653,805,152,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)COc1ccc2c(c1)Oc1cc(O)ccc1C21OC(=O)c2ccccc21,O,475,516,41,0.35,22800,4.357934847,https://doi.org/10.1016/j.dyepig.2016.11.057
O=C(O)COc1cccc(OCC(=O)O)c1-c1c2ccc(=[N+]3CCCCC3)cc-2oc2cc(N3CCCCC3)ccc12,CCO,557,580,23,0.49,84800,4.928395852,DOI: 10.1021/jo800902j
O=C(O)Oc1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)c(C(=O)O)c1,O,490,525,35,,,,https://doi.org/10.1002/cmtd.202000068
O=C1c2ccccc2C2(c3ccc(O)cc3Oc3cc(O)ccc32)N1/N=C/c1ncc[nH]1,O,502,535,33,,,,https://doi.org/10.1002/cmtd.202000068
O=c1cc2oc3cc(N4CCCCC4)ccc3c3c4ccc(N5CCCCC5)cc4oc(c1)c23,CS(=O)C,547,569,22,0.75,44000,4.643452676,https://doi.org/10.1016/j.tet.2017.10.064
O=c1cc2oc3cc(O)c(Cl)cc3c(-c3ccccc3CO)c-2cc1Cl,O,506,523,17,,,,https://doi.org/10.1002/cmtd.202000068
O=c1cc2oc3cc(O)ccc3c3c4ccc(N5CCCCC5)cc4oc(c1)c23,CS(=O)C,539,568,29,0.94,32000,4.505149978,https://doi.org/10.1016/j.tet.2017.10.064
O=c1cc2oc3cc(O)ccc3c3c4ccc(O)cc4oc(c1)c23,CS(=O)C,488,547,59,0.4,24000,4.380211242,https://doi.org/10.1016/j.tet.2017.10.064
O=c1ccc2c(C#Cc3ccc(C(F)(F)F)cc3)c3ccc(O)cc3oc-2c1,CS(=O)C,622,660,38,0.24,40000,4.602059991,https://doi.org/10.1016/j.tet.2018.05.019
O=c1ccc2c(C#Cc3ccc(F)cc3)c3ccc(O)cc3oc-2c1,CS(=O)C,607,636,29,0.55,60000,4.77815125,https://doi.org/10.1016/j.tet.2018.05.019
O=c1ccc2c(C#Cc3cccc(F)c3)c3ccc(O)cc3oc-2c1,CS(=O)C,614,647,33,0.34,45000,4.653212514,https://doi.org/10.1016/j.tet.2018.05.019
O=c1ccc2c(C#Cc3ccccc3)c3ccc(O)cc3oc-2c1,CS(=O)C,608,636,28,0.34,27000,4.431363764,https://doi.org/10.1016/j.tet.2018.05.019
O=c1ccc2c(C#Cc3ccccc3F)c3ccc(O)cc3oc-2c1,CS(=O)C,615,646,31,0.38,53000,4.72427587,https://doi.org/10.1016/j.tet.2018.05.019
O=c1ccc2c(-c3cc(O)cc4oc5cc(O)ccc5c(=O)c34)c3ccc(O)cc3oc-2c1,CO,483,532,49,0.27,,,https://doi.org/10.1021/acs.joc.5b00479
O=c1ccc2c(-c3ccccc3)c3c(ccc4ccc(O)cc43)oc-2c1,O,570,700,130,,,,https://doi.org/10.1002/cmtd.202000068
O=c1ccc2c(-c3ccccc3)c3cc4ccc(O)cc4cc3oc-2c1,O,543,710,167,,,,https://doi.org/10.1002/cmtd.202000068
O=c1ccc2c(-c3ccccc3)c3ccc(O)cc3oc-2c1,O,493,513,20,,,,https://doi.org/10.1002/cmtd.202000068
O=c1ccc2c(-c3ccccc3)c3ccc4cc(O)ccc4c3oc-2c1,O,500,680,180,,,,https://doi.org/10.1002/cmtd.202000068
O=c1ccc2c(-c3ccccc3)c3ccc4cccc(O)c4c3oc-2c1,O,610,775,165,,,,https://doi.org/10.1002/cmtd.202000068
O=c1ccc2c3c4ccc(N5CCCCC5)cc4oc4cc(N5CCCCC5)cc(oc-2c1)c43,CS(=O)C,542,571,29,0.86,45000,4.653212514,https://doi.org/10.1016/j.tet.2017.10.064
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,CCO,502,521,19,,102000,5.008600172,https://doi.org/10.1039/d2sc02448a
O=C1OC2(c3ccccc31)c1cc3c4c(c1Oc1c2c(=O)oc2cc(N(c5ccccc5)c5ccccc5)ccc12)CCCN4CCC3,CCCCCC,371,435,64,0.59,29900,4.475671188,https://doi.org/10.1016/j.dyepig.2016.11.010
O=C1OC2(c3ccccc31)c1cc3c4c(c1Oc1c2c(=O)oc2cc(N(c5ccccc5)c5ccccc5)ccc12)CCCN4CCC3,CC#N,371,503,132,0.63,30300,4.481442629,https://doi.org/10.1016/j.dyepig.2016.11.010
O=C1OC2(c3ccccc31)c1cc3c4c(c1Oc1c2c(=O)oc2cc(N(c5ccccc5)c5ccccc5)ccc12)CCCN4CCC3,CC(=O)C,371,504,133,0.68,31700,4.501059262,https://doi.org/10.1016/j.dyepig.2016.11.010
O=C1OC2(c3ccccc31)c1cc3c4c(c1Oc1c2c(=O)oc2cc(N(c5ccccc5)c5ccccc5)ccc12)CCCN4CCC3,CO,376,497,121,0.72,32900,4.517195898,https://doi.org/10.1016/j.dyepig.2016.11.010
O=C1OC2(c3ccccc31)c1cc3c4c(c1Oc1c2c(=O)oc2cc(N(c5ccccc5)c5ccccc5)ccc12)CCCN4CCC3,CC1=CC=CC=C1,374,462,88,0.76,31400,4.496929648,https://doi.org/10.1016/j.dyepig.2016.11.010
O=C1OC2(c3ccccc31)c1cc3c4c(c1Oc1c2c(=O)oc2cc(N(c5ccccc5)c5ccccc5)ccc12)CCCN4CCC3,C(Cl)(Cl)Cl,380,471,91,0.73,34300,4.53529412,https://doi.org/10.1016/j.dyepig.2016.11.010
O=C1OC2(c3ccccc31)c1cc3c4c(c1Oc1c2c(=O)oc2cc(N(c5ccccc5)c5ccccc5)ccc12)CCCN4CCC3,CS(=O)C,371,500,129,0.69,33300,4.522444234,https://doi.org/10.1016/j.dyepig.2016.11.010
O=CC1=C2Oc3cc(O)c(Cl)cc3C(c3ccccc3C(=O)O)=C2CCC1,CC#N,402,534,132,0.05,16000,4.204119983,https://doi.org/10.1016/j.dyepig.2022.110870
O=CC1=C2Oc3cc(O)c(Cl)cc3C(c3ccccc3C(=O)O)=C2CCC1,C1CCOC1,404,532,128,0.03,19000,4.278753601,https://doi.org/10.1016/j.dyepig.2022.110870
O=CC1=C2Oc3cc(O)c(Cl)cc3C(c3ccccc3C(=O)O)=C2CCC1,CO,422,547,125,0.18,18000,4.255272505,https://doi.org/10.1016/j.dyepig.2022.110870
O=CC1=C2Oc3cc(O)c(Cl)cc3C(c3ccccc3C(=O)O)=C2CCC1,O,437,563,126,0.25,20000,4.301029996,https://doi.org/10.1016/j.dyepig.2022.110870
O=CC1=C2Oc3cc(O)c(Cl)cc3C(c3ccccc3C(=O)O)=C2CCC1,C(Cl)Cl,406,538,132,0.04,18000,4.255272505,https://doi.org/10.1016/j.dyepig.2022.110870
O=CC1=C2Oc3cc(O)c(Cl)cc3C(c3ccccc3C(=O)O)=C2CCC1,CS(=O)C,411,541,130,0.1,17000,4.230448921,https://doi.org/10.1016/j.dyepig.2022.110870
O=CC1=C2Oc3cc(O)c(Cl)cc3C(c3ccccc3C(=O)O)=C2CCC1,CCO,420,543,123,0.17,18000,4.255272505,https://doi.org/10.1016/j.dyepig.2022.110870
O=CC1=C2Oc3cc(O)c(Cl)cc3C(c3ccccc3C(=O)O)=C2CCC1,CC(=O)C,403,536,133,0.03,18000,4.255272505,https://doi.org/10.1016/j.dyepig.2022.110870
O=CC1=C2Oc3cc(O)c(Cl)cc3C(c3ccccc3C(=O)O)=C2CCC1,CN(C)C=O,407,536,129,0.06,16000,4.204119983,https://doi.org/10.1016/j.dyepig.2022.110870
O=Cc1c2oc3c(C=O)c(O)ccc3c(-c3ccccc3C(=O)O)c-2ccc1=O,O,493,525,32,,,,https://doi.org/10.1002/cmtd.202000068
O=P1(c2ccccc2)C2=CC(=[N+]3CCC3)C=CC2=C(c2ccccc2C(F)(F)F)c2ccc(N3CCC3)cc21,O,710,735,25,0.31,52000,4.716003344,https://doi.org/10.1016/j.dyepig.2022.110735
O=P1(c2ccccc2)C2=CC(=[N+]3CCCC3)C=CC2=C(c2ccccc2C(F)(F)F)c2ccc(N3CCCC3)cc21,O,718,744,26,0.18,63000,4.799340549,https://doi.org/10.1016/j.dyepig.2022.110735
O=S(=O)([O-])c1cc(S(=O)(=O)Cl)ccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,O,589,615,26,,,,http://www.iss.com/resources/reference/data_tables/LifetimeDataFluorophores.html
O=S(=O)([O-])c1ccccc1-[c+]1c2ccc(N3C4CCC3CC4)cc2oc2cc(N3C4CCC3CC4)ccc21,CO,548,567,19,0.95,112000,5.049218023,https://pubs.acs.org/doi/10.1021/ja8075617
Oc1ccc2c(c1)oc1cc(=[OH+])cc3oc4cc(N5CCCCC5)ccc4c2c13,CS(=O)C,526,580,54,0.07,36000,4.556302501,https://doi.org/10.1016/j.tet.2017.10.064
Oc1ccc2cc3c(cc2c1)Oc1c2c4c(cc1=C3c1ccccc1)CCC[N+]=4CCC2,CCO,520,595,75,0.103,39900,4.600972896,https://pubs.rsc.org/en/content/articlelanding/2020/sc/d0sc03314f
Oc1ccc2cc3c(cc2c1)Oc1c2c4c(cc1=C3c1ccccc1)CCC[N+]=4CCC2,O,516,586,70,0.021,18300,4.26245109,https://pubs.rsc.org/en/content/articlelanding/2020/sc/d0sc03314f
Oc1ccc2cc3c(cc2c1)Oc1c2c4c(cc1=C3c1ccccc1)CCC[N+]=4CCC2,CC#N,515,589,74,0.192,37600,4.575187845,https://pubs.rsc.org/en/content/articlelanding/2020/sc/d0sc03314f
Oc1ccc2cc3c(cc2c1)Oc1c2c4c(cc1=C3c1ccccc1)CCC[N+]=4CCC2,C(Cl)Cl,525,611,86,0.276,35900,4.555094449,https://pubs.rsc.org/en/content/articlelanding/2020/sc/d0sc03314f
Oc1cccc(O)c1-c1c2ccc(=[N+]3CCCCC3)cc-2oc2cc(N3CCCCC3)ccc12,CCO,557,580,23,0.26,71000,4.851258349,DOI: 10.1021/jo800902j
