SMILES,Solvent,QY
COc1ccc(-c2sc(-c3ccc(C=C(CN)C(=O)O)s3)nc2OC)cc1,C1CCOC1,0.52
CN(C)c1ccc(/C=C/C2=C/C(=C(\CN)C(=O)O)CC(C)(C)C2)cc1,CC#N,0.64
CCCCCCCCN(CCCCCCCC)c1ccc(CCc2c3ccccc3c(CCc3ccc(C(=O)O)c(F)c3)c3ccccc23)cc1,C1CCOC1,0.75
CCCCn1c(-c2ccc(-c3ccc(/C=C(\CN)C(=O)O)s3)cc2)nc2c3cccc4ccc5cccc(c5c43)c21,C1CCOC1,0.71
CCCCn1c(-c2ccc(-c3ccc(/C=C(\CN)C(=O)O)s3)s2)nc2c3cccc4ccc5cccc(c5c43)c21,C1CCOC1,0.63
CCCCn1c(-c2ccc(-c3ccc(-c4ccc(/C=C(\CN)C(=O)O)s4)s3)s2)nc2c3cccc4ccc5cccc(c5c43)c21,C1CCOC1,0.67
O=C(O)c1ccc(C2=c3cc4c5c(c3[Se]c3c2cc2c6c3CCCN6CCC2)CCC[N+]=5CCC4)s1,CCO,0.28
O=P(O)(O)c1ccc(C2=c3cc4c5c(c3[Se]c3c2cc2c6c3CCCN6CCC2)CCC[N+]=5CCC4)s1,CCO,0.27
CN1CCC(C)(C)c2cc3c(cc21)[Se]c1cc2c(cc1=C3c1ccc(C(=O)O)s1)CCC[N+]=2C,CCO,0.4
CN1CCC(C)(C)c2cc3c(cc21)[Se]c1cc2c(cc1=C3c1ccc(P(=O)(O)O)s1)CCC[N+]=2C,CCO,0.28
CCn1c(-c2ccc3c(c2)C(CC)(CC)c2cc(-c4ccc(/C=C(\CN)C(=O)O)s4)ccc2-3)nc(-c2ccccc2)c1-c1ccccc1,C1CCOC1,0.68
CCn1c(-c2ccc3c(c2)C(CC)(CC)c2cc(-c4ccc(-c5ccc(/C=C(\CN)C(=O)O)s5)s4)ccc2-3)nc(-c2ccccc2)c1-c1ccccc1,C1CCOC1,0.66
CCn1c(-c2cc(-c3nc(-c4ccccc4)c(-c4ccccc4)n3CC)c3c(c2)C(CC)(CC)c2cc(-c4ccc(/C=C(\CN)C(=O)O)s4)ccc2-3)nc(-c2ccccc2)c1-c1ccccc1,C1CCOC1,0.68
CCn1c(-c2cc(-c3nc(-c4ccccc4)c(-c4ccccc4)n3CC)c3c(c2)C(CC)(CC)c2cc(-c4ccc(-c5ccc(/C=C(\CN)C(=O)O)s5)s4)ccc2-3)nc(-c2ccccc2)c1-c1ccccc1,C1CCOC1,0.67
CCn1c(-c2cc(-c3nc(-c4ccc5c(c4)C(CC)(CC)c4ccccc4-5)c(-c4ccc5c(c4)C(CC)(CC)c4ccccc4-5)n3CC)c3c(c2)C(CC)(CC)c2cc(-c4ccc(/C=C(\CN)C(=O)O)s4)ccc2-3)nc(-c2ccc3c(c2)C(CC)(CC)c2ccccc2-3)c1-c1ccc2c(c1)C(CC)(CC)c1ccccc1-2,C1CCOC1,0.65
CCn1c(-c2cc(-c3nc(-c4ccc5c(c4)C(CC)(CC)c4ccccc4-5)c(-c4ccc5c(c4)C(CC)(CC)c4ccccc4-5)n3CC)c3c(c2)C(CC)(CC)c2cc(-c4ccc(-c5ccc(/C=C(\CN)C(=O)O)s5)s4)ccc2-3)nc(-c2ccc3c(c2)C(CC)(CC)c2ccccc2-3)c1-c1ccc2c(c1)C(CC)(CC)c1ccccc1-2,C1CCOC1,0.66
CCCCCCOc1ccc(-n2c3cc(/C=C(\CN)C(=O)O)sc3c3sc(C4=C5C(C)=CC(C)=[N+]5[B-](F)(F)n5c(C)cc(C)c54)cc32)c(OCCCCCC)c1,C(Cl)Cl,0.69
CCCCCCOc1cc(OCCCCCC)cc(-n2c3cc(C4=C5C(C)=CC(C)=[N+]5[B-](F)(F)n5c(C)cc(C)c54)sc3c3sc(-c4cc5c(s4)c4sc(/C=C(\CN)C(=O)O)cc4n5-c4ccc(OCCCCCC)cc4OCCCCCC)cc32)c1,C(Cl)Cl,0.7
CCCCCCOc1ccc(-n2c3cc(/C=C(\CN)C(=O)O)sc3c3sc(-c4ccc(C5=C6C(C)=CC(C)=[N+]6[B-](F)(F)n6c(C)cc(C)c65)cc4)cc32)c(OCCCCCC)c1,C(Cl)Cl,0.71
CCCCCCOc1ccc(-n2c3ccsc3c3sc(/C=C(\CN)C(=O)O)cc32)c(OCCCCCC)c1,C(Cl)Cl,0.7
NCC(=Cc1cc2sc(-c3cccs3)cc2s1)C(=O)O,CCO,0.63
CCCCCCc1ccc(-c2ccc(-c3cc4sc(C=C(CN)C(=O)O)cc4s3)s2)s1,CCO,0.65
NCC(=Cc1cc2sc(-c3ccco3)cc2s1)C(=O)O,CCO,0.61
Cn1cccc1-c1cc2sc(C=C(CN)C(=O)O)cc2s1,CCO,0.49
CCN(CC)c1ccc(C=C(CN)c2ccc(-c3nc4cc(C(=O)O)ccc4[nH]3)s2)cc1,CN(C)C=O,0.58
CCCCC(CC)COc1ccc(-c2cc3c4c5c2cccc5c2cccc5c(-c6ccc(-c7ccc(-c8ccc(/C=c9/sc(=C(CN)CN)[nH]c9=O)s8)c8nc(-c9ccccc9)c(-c9ccccc9)nc78)s6)cc(c4c52)n3CC(CC)CCCC)cc1,C1CCOC1,0.64
CCCCCCSC1=C(SCCCCCC)SC(=c2c3ccccc3c(=C3SC(SCCCCCC)=C(SCCCCCC)S3)c3cc(-c4ccc(/C=C(\CN)C(=O)O)cc4)ccc23)S1,CN(C)C=O,0.72
CCCCCCSC1=C(SCCCCCC)SC(=c2c3ccccc3c(=C3SC(SCCCCCC)=C(SCCCCCC)S3)c3cc(CCc4ccc(/C=C(\CN)C(=O)O)cc4)ccc23)S1,CN(C)C=O,0.73
CCCCCCSC1=C(SCCCCCC)SC(=c2c3ccccc3c(=C3SC(SCCCCCC)=C(SCCCCCC)S3)c3cc(-c4ccc(/C=C5/SC(=S)N(CC(=O)O)C5=O)s4)ccc23)S1,CN(C)C=O,0.72
CCCCCCSC1=C(SCCCCCC)SC(=c2c3ccccc3c(=C3SC(SCCCCCC)=C(SCCCCCC)S3)c3cc(-c4ccc(/C=C(\CN)C(=O)O)s4)ccc23)S1,C(Cl)Cl,0.71
CC1(C)c2cccc3c2N2c4c1cccc4C(C)(C)c1cc(-c4ccncc4)cc(c12)C3(C)C,C(Cl)Cl,0.54
CC1(C)c2cccc3c2N2c4c1cc(-c1ccncc1)cc4C(C)(C)c1cc(-c4ccncc4)cc(c12)C3(C)C,C(Cl)Cl,0.66
CC1(C)c2cc(-c3ccncc3)cc3c2N2c4c1cc(-c1ccncc1)cc4C(C)(C)c1cc(-c4ccncc4)cc(c12)C3(C)C,C(Cl)Cl,0.45
CCCCCCC1(CCCCCC)c2cc(-c3ccc(-c4ccc(/C=C(\CN)C(=O)O)s4)s3)ccc2-c2ccc(-c3ccc(-c4ccc(/C=C(\CN)C(=O)O)s4)s3)cc21,C1CCOC1,0.61
CCCCCCC1(CCCCCC)c2cc(-c3ccc(-c4ccc(-c5ccc(/C=C(\CN)C(=O)O)s5)s4)s3)ccc2-c2ccc(-c3ccc(-c4ccc(-c5ccc(/C=C(\CN)C(=O)O)s5)s4)s3)cc21,C1CCOC1,0.63
CCCCSC1=C(SCCCC)SC(=Cc2ccc(/C=C(\CN)C(=O)O)s2)S1,C1CCOC1,0.68
CCCCSC1=C(SCCCC)SC(=Cc2ccc(-c3ccc(/C=C(\CN)C(=O)O)s3)s2)S1,C1CCOC1,0.62
CCCCSC1=C(SCCCC)SC(=C(C(=C2SC(SCCCC)=C(SCCCC)S2)c2ccc(-c3ccc(/C=C(\CN)C(=O)O)s3)s2)c2ccc(-c3ccc(/C=C(\CN)C(=O)O)s3)s2)S1,C1CCOC1,0.57
CCCCSC1=C(SCCCC)SC(=C(C(=C2SC(SCCCC)=C(SCCCC)S2)c2ccc(-c3ccc(C=C(CN)C(=O)O)s3)cc2)c2ccc(-c3ccc(C=C(CN)C(=O)O)s3)cc2)S1,C1CCOC1,0.7
CCCCSC1=C(SCCCC)SC(=Cc2ccc(-c3ccc(-c4ccc(/C=C(\CN)C(=O)O)cc4)s3)cc2)S1,C1CCOC1,0.71
CCCCSC1=C(SCCCC)SC(=C(C(=C2SC(SCCCC)=C(SCCCC)S2)c2ccc(-c3ccc(-c4ccc(/C=C(\CN)C(=O)O)cc4)s3)cc2)c2ccc(-c3ccc(-c4ccc(/C=C(\CN)C(=O)O)cc4)s3)cc2)S1,C1CCOC1,0.75
CCCCSC1=C(SCCCC)SC(=C(C(=C2SC(SCCCC)=C(SCCCC)S2)c2ccc3c(c2)C(CC)(CC)c2cc(-c4ccc(/C=C(\CN)C(=O)O)s4)ccc2-3)c2ccc3c(c2)C(CC)(CC)c2cc(-c4ccc(/C=C(\CN)C(=O)O)s4)ccc2-3)S1,C1CCOC1,0.72
CCCCCCSC1=C(SCCCCCC)SC(=Cc2ccc(-c3ccc(-c4ccncc4)s3)cc2)S1,C1CCOC1,0.65
CCCCCCSC1=C(SCCCCCC)SC(=Cc2ccc(-c3ccc(-c4ccncc4)cc3)s2)S1,C1CCOC1,0.69
CCCCCCSC1=C(SCCCCCC)SC(=C(C(=C2SC(SCCCCCC)=C(SCCCCCC)S2)c2ccc(-c3ccc(-c4ccncc4)s3)cc2)c2ccc(-c3ccc(-c4ccncc4)s3)cc2)S1,C1CCOC1,0.7
CCCCCCSC1=C(SCCCCCC)SC(=C(C(=C2SC(SCCCCCC)=C(SCCCCCC)S2)c2ccc(-c3ccc(-c4ccncc4)cc3)s2)c2ccc(-c3ccc(-c4ccncc4)cc3)s2)S1,C1CCOC1,0.71
CCCCCCN(CCCCCC)c1cc2c(CCc3ccc(/C=C(/CN)C(=O)O)cc3)c3oc(N(CCCCCC)CCCCCC)cc3c(CCc3ccccc3)c2o1,C1CCOC1,0.77
CCCCCCCCOc1c2cccc3c(-c4ccc(/C=C(\CN)C(=O)O)s4)cc4c(OCCCCCCCC)c5cccc6c(-c7ccc(N(c8ccc(C)cc8)c8ccc(C)cc8)cc7)cc1c(c65)c4c32,C1CCOC1,0.73
CCCCC(CC)COc1ccc(-c2c3cccc4c(-c5ccc(/C=C(\CN)C(=O)O)s5)cc5c(-c6ccc(OCC(CC)CCCC)cc6)c6cccc7c(-c8ccc(/C=C(\CN)C(=O)O)s8)cc2c(c76)c5c43)cc1,C1CCOC1,0.76
CCCCC(CC)COc1ccc(-c2c3cccc4c(-c5ccc(/C=C(\CN)C(=O)O)s5)cc5c(-c6ccc(OCC(CC)CCCC)cc6)c6cccc7c(-c8ccc(N(c9ccc(C)cc9)c9ccc(C)cc9)cc8)cc2c(c76)c5c43)cc1,C1CCOC1,0.76
COc1ccc(N(c2ccc(OC)cc2)c2c3ccccc3c(CCc3ccc(C(=O)O)cc3)c3ccccc23)cc1,C1CCOC1,0.65
CCN1c2ccc(C=C3SC(=S)N(CC(=O)O)C3=O)cc2CCc2cc(C=C3SC(=S)N(CC(=O)O)C3=O)ccc21,CN(C)C=O,0.61
CN(C)c1ccc(N=Nc2ccc(C(=O)O)cc2)cc1,CCO,0.67
CCO[Si](OCC)(OCC)c1ccc(N=Nc2ccc(N(C)C)cc2)cc1,CCO,0.66
CCN(CC)c1ccc2nc(/C=C(\CN)C(=O)O)ccc2c1,C(Cl)(Cl)Cl,0.55
CCCCC[C@H](CC)N1c2ccc(-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)cc2Oc2cc(-c3ccc(/C=C(/CN)C(=O)O)s3)ccc21,C1CCOC1,0.73
CCCCC[C@H](CC)N1c2ccc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)cc2Oc2cc(-c3ccc(/C=C(/CN)C(=O)O)s3)ccc21,C1CCOC1,0.69
CCCCC[C@H](CC)N1c2ccc(-c3ccc(/C=C(/CN)C(=O)O)s3)cc2Oc2cc(N(c3ccccc3)c3ccccc3)ccc21,C1CCOC1,0.62
CCCCN1c2ccccc2Sc2cc(/C=C/c3ccc(/C=C(\CN)C(=O)O)cc3)ccc21,C(Cl)Cl,0.67
CCCCN1c2ccccc2Sc2cc(/C=C/c3ccc(/C=C4/SC(=S)N(CC(=O)O)C4=O)cc3)ccc21,C(Cl)Cl,0.71
CCCCCCCCCCCC[C@@H](CCCCCCCCCC)CN1c2ccccc2Sc2cc(/C=C3\SC(=S)N(CC(=O)O)C3=O)ccc21,C(Cl)Cl,0.58
CCCCCCCCCCCC[C@@H](CCCCCCCCCC)CN1c2ccc(Br)cc2Sc2cc(/C=C3\SC(=S)N(CC(=O)O)C3=O)ccc21,C(Cl)Cl,0.59
CCCCCCCCCCCC[C@@H](CCCCCCCCCC)CN1c2ccc(/C=C3\SC(=S)N(CC(=O)O)C3=O)cc2Sc2cc(CN)ccc21,C(Cl)Cl,0.53
CCCCCCN1c2ccc(/C=C3\SC(=S)N(CC(=O)O)C3=O)cc2Sc2cc(-c3ccc(C)cc3)ccc21,C(Cl)Cl,0.57
CCCCCCN1c2ccccc2Sc2cc(-c3ccc4c(c3)Sc3cc(/C=C5\SC(=S)N(CC(=O)O)C5=O)ccc3N4CCCCCC)ccc21,C(Cl)Cl,0.6
CCCCCCCCCCCC[C@@H](CCCCCCCCCC)CN1c2ccc(/C=C3/SC(=S)N(CC(=O)O)C3=O)cc2Sc2cc(N3c4ccccc4Sc4ccccc43)ccc21,C(Cl)Cl,0.65
CCCCCCCCCCCC[C@@H](CCCCCCCCCC)CN1c2ccc(/C=C3\SC(=S)N(CC(=O)O)C3=O)cc2Sc2cc(-n3c4ccccc4c4ccccc43)ccc21,C(Cl)Cl,0.57
CCCCCCCCCCCC[C@@H](CCCCCCCCCC)CN1c2ccc(/C=C3\SC(=S)N(CC(=O)O)C3=O)cc2Sc2cc(N3CCCC3)ccc21,C(Cl)Cl,0.58
CCN1c2ccccc2Sc2cc(/C=C/c3sc(/C=C(\CN)C(=O)O)c4c3OCCO4)ccc21,CN(C)C=O,0.69
CCCCN1c2ccc(/C=C(\CN)C(=O)O)cc2Sc2ccc(SC)cc21,C(Cl)Cl,0.75
CCCCN1c2ccc(/C=C/c3ccc(/C=C(\CN)C(=O)O)s3)cc2Sc2ccc(SC)cc21,C(Cl)Cl,0.7
CCCCCCn1c2ccc(/C=C(\CN)C(=O)O)cc2c2cc(-c3ccc(C=C(c4ccc(N5c6ccccc6Sc6ccccc65)cc4)c4ccc(N5c6ccccc6Sc6ccccc65)cc4)cc3)ccc21,C(Cl)Cl,0.72
CCCCCCN1c2ccc(/C=C(\CN)C(=O)O)cc2Sc2cc(-c3ccc(C=C(c4ccc(-n5c6ccccc6c6ccccc65)cc4)c4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3)ccc21,C(Cl)Cl,0.64
CCN1c2ccccc2Sc2cc(/C=C(\CN)C(=O)O)ccc21,C1CCOC1,0.67
CCCCCCCCCCCCN1c2ccccc2Oc2cc(/C=C(\CN)C(=O)O)ccc21,C(Cl)Cl,0.75
CCCCCCCCCCCCN1c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2Oc2cc(/C=C(\CN)C(=O)O)ccc21,C(Cl)Cl,0.71
NC/C(=C\c1ccc2c(c1)Oc1ccccc1N2CCCCCCN1c2ccccc2Oc2cc(/C=C(\CN)C(=O)O)ccc21)C(=O)O,C1CCOC1,0.62
CCCCN1c2ccccc2Sc2cc(-c3ccc(/C=C(\CN)C(=O)O)o3)ccc21,C(Cl)Cl,0.7
CCCCN1c2ccccc2Sc2cc(-c3sc(/C=C(\CN)C(=O)O)c4c3OCCO4)ccc21,C(Cl)Cl,0.7
CCCCCCCC[NH+]1c2ccc(C(=O)[O-])cc2C(C)(C)[C@@H]1/C=C1\C(=O)[C@H](c2ccc(-c3ccc4c(c3)Sc3cc(OC[C@@H](CC)CCCC)ccc3N4CCCCCC)s2)[C@@H]1O,C1CCOC1,0.72
CCCCCCCC[NH+]1c2ccc(C(=O)[O-])cc2C(C)(C)[C@@H]1/C=C1\C(=O)[C@H](c2ccc(-c3ccc(-c4ccc5c(c4)Sc4cc(OC[C@@H](CC)CCCC)ccc4N5CCCCCC)s3)s2)[C@@H]1O,C1CCOC1,0.69
CCCCCCCC[NH+]1c2ccc(C(=O)[O-])cc2C(C)(C)[C@@H]1/C=C1\C(=O)[C@H](c2cc3sc(-c4ccc5c(c4)Sc4cc(OC[C@@H](CC)CCCC)ccc4N5CCCCCC)cc3s2)[C@@H]1O,C1CCOC1,0.73
NC/C(=C/c1ccc(N(c2ccc(N3c4ccccc4Sc4ccccc43)cc2)c2ccc(N3c4ccccc4Sc4ccccc43)cc2)cc1)C(=O)O,C(Cl)Cl,0.79
CCCCCCc1ccc(-c2ccc3c(c2)Oc2cc(C=C(CN)C(=O)O)ccc2N3CCCCCC)s1,C1CCOC1,0.72
CCCCCCc1ccc(-c2ccc(-c3ccc4c(c3)Sc3cc(C=C(CN)C(=O)O)ccc3N4CCCCCC)s2)s1,C1CCOC1,0.72
CCCCCCc1ccc(-c2ccc(-c3ccc4c(c3)Oc3cc(C=C(CN)C(=O)O)ccc3N4CCCCCC)s2)s1,C1CCOC1,0.69
CCCCCCN1c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2S(=O)(=O)c2cc(-c3ccc(/C=C(/CN)C(=O)O)s3)ccc21,C1CCOC1,0.67
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc4c(c3)S(=O)(=O)c3cc(-c5csc6cc([C@H](CN)C(=O)O)sc56)ccc3N4CCCCCC)cc2)cc1,C1CCOC1,0.67
CCCCCCOc1c2ccc(N(c3ccccc3)c3ccc4c(c3)Sc3ccccc3N4CCCCCC)cc2c(OCCCCCC)c2ccc(/C=C(\CN)C(=O)O)cc12,C1CCOC1,0.64
CCCCCCOc1c2ccc(N(c3ccccc3)c3ccc4c(c3)Sc3ccccc3N4CCCCCC)cc2c(OCCCCCC)c2ccc(-c3ccc(/C=C(\CN)C(=O)O)s3)cc12,C1CCOC1,0.63
CCCCCCOc1c2ccccc2c(OCCCCCC)c2cc(N(c3ccccc3)c3ccc4c(c3)Sc3cc(/C=C(\CN)C(=O)O)ccc3N4CCCCCC)ccc12,C1CCOC1,0.65
CCCCCCOc1c2ccccc2c(OCCCCCC)c2cc(N(c3ccccc3)c3ccc4c(c3)Sc3cc(-c5ccc(/C=C(/CN)C(=O)O)s5)ccc3N4CCCCCC)ccc12,C1CCOC1,0.65
CCCCCCOc1c2ccccc2c(OCCCCCC)c2cc(N(c3ccccc3)c3ccc4c(c3)Sc3cc(/C=C(/CN)C(=O)O)ccc3N4CCCCCC)ccc12,C1CCOC1,0.65
CCCCN1c2ccc(-c3ccc(/C=C(\CN)C(=O)O)s3)cc2Sc2cc(-c3nc4ccccc4n3-c3ccccc3)ccc21,C1CCOC1,0.66
CCCCN1c2ccc(-c3ccc(-c4ccc(/C=C(\CN)C(=O)O)s4)s3)cc2Sc2cc(-c3nc4ccccc4n3-c3ccccc3)ccc21,C1CCOC1,0.64
CCCCN1c2ccc(-c3ccc(/C=C(/CN)C(=O)O)cc3)cc2Sc2cc(-c3nc4ccccc4n3-c3ccccc3)ccc21,C1CCOC1,0.69
CCCCN1c2ccc(-c3ccc(-c4ccc(/C=C(/CN)C(=O)O)cc4)s3)cc2Sc2cc(-c3nc4ccccc4n3-c3ccccc3)ccc21,C1CCOC1,0.68
CCCCN1c2ccccc2Sc2cc(-c3ccc(-c4ccc(/C=C(/CN)C(=O)O)s4)s3)ccc21,C1CCOC1,0.58
CCCCCCc1cc(-c2ccc(-c3ccc4c(c3)Sc3ccccc3N4C[C@@H](CC)CCCC)s2)sc1/C=C(\CN)C(=O)O,C(Cl)(Cl)Cl,0.72
CCCCCCc1cc(-c2ccc(-c3ccc4c(c3)Sc3ccccc3N4c3ccc(N(c4ccc(C)cc4)c4ccc(C)cc4)cc3)c3nsnc23)sc1/C=C(\CN)C(=O)O,C(Cl)(Cl)Cl,0.7
CCCCCCCCN1c2ccc(/C=C(\CN)C(=O)O)cc2Oc2cc(-c3ccc(OCCCC)cc3OCCCC)ccc21,C(Cl)Cl,0.64
CCCCCCOc1ccc(N2c3ccc(/C=C(\CN)C(=O)O)cc3Oc3cc(-c4ccc(OCCCC)cc4OCCCC)ccc32)cc1,C(Cl)Cl,0.7
CCCCCCCCN1c2ccccc2Oc2cc(-c3ccc(/C=C(\CN)C(=O)O)o3)ccc21,C(Cl)Cl,0.6
CCCCCCOc1ccc(N2c3ccccc3Oc3cc(/C=C(\CN)C(=O)O)ccc32)cc1,C(Cl)Cl,0.74
CCCCCCCCN1c2ccccc2Oc2cc(/C=C(\CN)C(=O)O)ccc21,C(Cl)Cl,0.72
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2CCCCCN1c2ccccc2Sc2cc(/C=C3/SC(=S)N(CC(=O)O)C3=O)ccc21,C1CCOC1,0.7
CCCCN1c2ccccc2Oc2cc(/C=C(\CN)C(=O)O)ccc21,C1CCOC1,0.65
CCCCN1c2ccc(/C=C(\CN)C(=O)O)cc2Oc2cc(/C=C(\CN)C(=O)O)ccc21,C1CCOC1,0.65
COc1ccc(N2c3ccccc3Oc3cc(/C=C(\CN)C(=O)O)ccc32)cc1,C1CCOC1,0.72
COc1ccc(N2c3ccc(/C=C(\CN)C(=O)O)cc3Oc3cc(/C=C(\CN)C(=O)O)ccc32)cc1,C1CCOC1,0.68
CCCCN1c2ccccc2Sc2cc(/C=C/c3ccc(/C=C(\CN)C(=O)O)s3)ccc21,C(Cl)Cl,0.7
CCCCCCN1c2ccc(-c3ccc(/C=C(\CN)C(=O)O)s3)cc2S(=O)(=O)c2cc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)ccc21,C1CCOC1,0.68
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc4c(c3)S(=O)(=O)c3cc(-c5cc6sc(/C=C(\CN)C(=O)O)cc6s5)ccc3N4CCCCCC)cc2)cc1,C1CCOC1,0.67
CC1(C)c2ccccc2-c2ccc(-c3ccc4c(c3)Sc3cc(-c5ccc(CCc6ccc(C(=O)O)cc6)s5)ccc3N4c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc21,CN(C)C=O,0.64
CC1(C)c2ccccc2-c2ccc(-c3ccc4c(c3)Sc3cc(-c5ccc(CCc6cc(-c7cccc(C(=O)O)c7)cc(-c7cccc(C(=O)O)c7)c6)s5)ccc3N4c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc21,CN(C)C=O,0.67
CC1(C)c2ccccc2-c2ccc(-c3ccc4c(c3)Sc3cc(-c5ccc(CCc6cc(-c7cccnc7)cc(-c7cccnc7)c6)s5)ccc3N4c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc21,CN(C)C=O,0.38
CCN1c2ccccc2CCc2cc(/C=C(\CN)C(=O)O)ccc21,CC#N,0.68
CCN1c2ccccc2Sc2cc(C=C(CN)C(=O)O)ccc21,CC#N,0.62
CCN1c2ccccc2Sc2cc(C=CC(=O)O)ccc21,CC#N,0.68
CCCCCCSC1=C(SCCCCCC)SC(=Cc2ccc3c(c2)N(CCCC)c2cc(/C=C(\CN)C(=O)O)ccc2S3)S1,C1CCOC1,0.73
CCCCN1c2ccccc2Sc2cc(-c3ccc(-c4ccc(/C=C(\CN)C(=O)O)cc4)c4nsnc34)ccc21,C1CCOC1,0.72
CCCCN1c2ccc(-c3ccc(-c4ccc(/C=C(\CN)C(=O)O)cc4)c4nsnc34)cc2Sc2cc(N(c3ccccc3)c3ccccc3)ccc21,C1CCOC1,0.67
CCCCN1c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2Sc2cc(-c3ccc(-c4ccc(/C=C(\CN)C(=O)O)cc4)c4nsnc34)ccc21,C1CCOC1,0.69
CCCCCCN1c2ccc(C=C3SC(SC)=C(SC)S3)cc2Sc2cc(-c3ccc(C=C(CN)C(=O)O)cc3)ccc21,C(Cl)Cl,0.72
CCCCCCN1c2ccc(C=C3SC(SC)=C(SC)S3)cc2Sc2cc(C=C(CN)C(=O)O)ccc21,C(Cl)Cl,0.74
COc1ccc(N2c3ccccc3Oc3cc(-c4ccc(/C=C(\CN)C(=O)O)o4)ccc32)cc1,C(Cl)Cl,0.7063
CCCCN1c2ccccc2Sc2cc(-c3nc4c(-c5ccc(/C=C(\CN)C(=O)O)s5)ccc(-c5ccc(/C=C(\CN)C(=O)O)s5)c4n3CCCC)ccc21,C1CCOC1,0.73
CCCCN1c2ccccc2Sc2cc(-c3nc4c(-c5ccc(-c6ccc(/C=C(/CN)C(=O)O)s6)s5)ccc(-c5ccc(-c6ccc(/C=C(\CN)C(=O)O)s6)s5)c4n3CCCC)ccc21,C1CCOC1,0.66
CCN1c2ccc(C=C3SC(=S)N(CC(=O)O)C3=O)cc2Sc2cc(C=C3SC(=S)N(CC(=O)O)C3=O)ccc21,CN(C)C=O,0.7
CCCCCCCCCCCCN1c2ccccc2Sc2cc(-c3ccc(-c4ccc5c(c4)Sc4cc(/C=C(\CN)C(=O)O)ccc4N5CCCCCCCCCCCC)c4nsnc34)ccc21,CCO,0.68
CCCCCCCCCCCCN1c2ccccc2Sc2cc(-c3cccc(-c4ccc5c(c4)Sc4cc(/C=C(\CN)C(=O)O)ccc4N5CCCCCCCCCCCC)n3)ccc21,CCO,0.6826
CCN(CC)c1ccc(/C=C/c2sc3ccccc3[n+]2CC(=O)[O-])c(O)c1,CO,0.57
CCN(CC)c1ccc(/C=C/c2sc3ccccc3[n+]2CC(=O)[O-])cc1,CO,0.58
CCN(CC)c1ccc(/C=C/c2sc3ccccc3[n+]2CCC(=O)[O-])c(O)c1,CO,0.56
CCN(CC)c1ccc(/C=C/c2sc3ccccc3[n+]2CCC(=O)[O-])cc1,CO,0.59
CCN(CC)c1ccc(/C=C/c2sc3ccccc3[n+]2CCCS(=O)(=O)[O-])c(O)c1,CO,0.55
CCN(CC)c1ccc(/C=C/c2sc3c4ccccc4ccc3[n+]2CCCS(=O)(=O)[O-])c(O)c1,CO,0.59
CC1(C)C(/C=C/C=C2/N(Cc3ccc(C(=O)O)cc3)c3ccccc3C2(C)C)=[N+](Cc2ccc(C(=O)O)cc2)c2ccccc21,CO,0.53
CC1(C)C(/C=C/C=C2/N(Cc3ccc(C(=O)O)cc3)c3ccccc3C2(C)C)=[N+](Cc2ccc(C(=O)O)cc2)c2ccccc21,CCO,0.53
CC1(C)C(/C=C/C=C2/N(Cc3ccc(C(=O)O)cc3)c3ccccc3C2(C)C)=[N+](Cc2ccc(C(=O)O)cc2)c2ccccc21,CC#N,0.53
CC1(C)C(/C=C/C=C2/N(Cc3ccc(C(=O)O)cc3)c3ccccc3C2(C)C)=[N+](Cc2ccc(C(=O)O)cc2)c2ccccc21,C(Cl)(Cl)Cl,0.53
CCCCN(CCCC)c1ccc([C+]2C([O-])[C+](c3ccc(N(C)CCOC(=O)CCC(=O)Oc4ccc5c(=C(CN)CN)c6cc([O-])ccc6c(=C(CN)CN)c5c4)cc3)C2O)cc1,C(Cl)(Cl)Cl,0.66
CCCCN1/C(=C/C2C(=O)/C(=C\c3cc(C(C)(C)C)[o+]c(C(C)(C)C)c3)C2O)C(C)(C)c2cc(C(=O)[O-])ccc21,C(Cl)(Cl)Cl,0.48
CCCCN1/C(=C/C2C(=O)/C(=C\c3cc(C(C)(C)C)[s+]c(C(C)(C)C)c3)C2O)C(C)(C)c2cc(C(=O)[O-])ccc21,C(Cl)(Cl)Cl,0.54
CC[N+]1=C(/C=C2/C(=O)C(c3ccc(-n4c5ccccc5c5ccccc54)s3)=C2[O-])Cc2cc(C(=O)O)ccc21,C(Cl)Cl,0.65
