SMILES,Solvent,EM
CCCCCCCCCCCCCCCCOc1cc(CCc2ccc3ccccc3c2-c2c(CCc3cc(OCCCCCCCCCCCCCCCC)c(CCc4ccc(C=C(CN)CN)cc4)cc3OCCCCCCCCCCCCCCCC)ccc3ccccc23)c(OCCCCCCCCCCCCCCCC)cc1CCc1ccc(C=C(CN)CN)cc1,CCCCCC,488
CC(C)[Si](CCc1c2cc3ccccc3cc2c(CC[Si](C(C)C)(C(C)C)C(C)C)c2nc3cc4c(cc3nc12)C1c2ccccc2C4c2ccccc21)(C(C)C)C(C)C,CCCCCC,682
CCCCN1c2ccccc2Sc2cc(/C=C/c3ccc(/C=C4/SC(=S)N(CC(=O)O)C4=O)cc3)ccc21,C(Cl)Cl,598
COc1ccc(C2=CC(c3ccc4cc(N(C)C)ccc4c3)=[O+][B-](F)(F)O2)cc1,CC1=CC=CC=C1,555
O=C1CCCC2=C1CC1=C(CCCC1=O)N2NC(=O)c1ccccc1,C(Cl)(Cl)Cl,440
CCCCCCc1ccc(-c2ccc(-c3cc4sc(C=C(CN)C(=O)O)cc4s3)s2)s1,CCO,527
Cc1cc(-n2c3ccccc3c3cc4c(cc32)C2c3ccccc3C4c3ccccc32)ccc1-c1nc(-c2ccccc2)nc(-c2ccccc2)n1,CC1=CC=CC=C1,429
c1ccc2c(c1)CCc1c-2cnc2c1-c1ccccc1CC2,C1CCOC1,356
CC(C)(C)NC(=O)C(OC(=O)c1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1)c1ccccc1,C1CCOC1,528
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc(F)cc2)cc1,C1CCOC1,417
Cc1cc(C=O)ccc1-c1ccc(N(C)C)cc1C,C(Cl)(Cl)Cl,534
COc1ccc2c3c(OC)c4ccccc4c(OC)c3n(C)c2c1,CC#N,413
NCc1ccc(CCc2ccc3ccc4ccc(CCc5ccc(CN)cc5)c5ccc2c3c45)cc1,C1COCCO1,443
O=C(O)CN1C(=O)/C(=C\c2cc(Br)c(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2Br)SC1=S,C(Cl)Cl,682
Cc1cc2[nH]c3ccccc3c2c2[nH]c3ccccc3c12,C(Cl)Cl,355
O=Cc1ccc(/C=C/c2nc(N3CCOCC3)c3c([n+]2[O-])CCCC3)cc1,C(Cl)Cl,565
COc1c2ccccc2c(OC)c2c1c1ccccc1n2C,CO,420
CN(C)c1ccc(/C=C/C=C/C2=NC3C(=O)NC(N)=NC3N2[C@H]2C[C@H](O)[C@@H](CO)O2)cc1,CO,438
Clc1ccc(-c2cc3oc(-c4ccccc4)c(-c4ccccc4)c4ccc5c(-c6ccccc6)c(-c6ccccc6)oc2c5c34)cc1Cl,C(Cl)Cl,583
CN(C)c1ccc(C2=Nc3scc(-c4ccc([N+](=O)[O-])cc4)[n+]3[B-](F)(F)O2)cc1,C1CCOC1,454
COc1ccc2c(c1)[nH]c1c3cccc4c3c(cc21)C(=O)N(c1c(C)cccc1C)C4=O,CC#N,540
Nc1cccc2c1-c1ccccc1C2=O,C1CCCCC1,513
c1ccc(-c2nc(-c3ccccc3)n3ccccc23)cc1,CO,454
CC1=C(Cc2ccccc2)C(C)=[N+]2C1=C(C)c1c(C)c(-c3csc(N4CCOCC4)n3)c(C)n1[B-]2(F)F,CS(=O)C,548
CC(C)(C)c1ccc(-c2ccc3c(-c4ccc(C(C)(C)C)c5ccccc45)cc4c5cc(-c6ccc(C(C)(C)C)c7ccccc67)ccc5c(-c5ccc(C(C)(C)C)c6ccccc56)cc4c3c2)c2ccccc12,C(Cl)Cl,405
O=C1/C(=C\c2ccc(N(c3ccccc3)c3ccccc3)cc2)S(=O)(=O)c2ccccc21,C1COCCO1,600
O=[N+]([O-])c1ccc(-c2sc(N3CCOCC3)nc2-c2ccccc2)o1,C(Cl)Cl,609
COc1c2ccccc2c(OC)c2c1c1cc(F)ccc1n2C,CC#N,435
COc1cc(OC)c2c(c1)C(=O)c1ccc(OC)cc1-2,C1CCCCC1,537
CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CO[Si](C)(C)C(C)(C)C)NC(=O)OC(C)(C)C)ccc12,CS(=O)C,547
CC1(C)OC(=C(CN)CN)C(Sc2ccccc2)=C1/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1,C(Cl)Cl,680
CCCC(=O)c1c2c(c(C(=O)CCC)c3c1OC(CC(=O)OC)(C(=O)OC)O3)OCO2,CCCCCC,514
COC(=O)c1nc2c(N)nc(N(C)C)nc2n1Cc1ccccc1,C1COCCO1,399
COC(=O)C(NC(=O)OC(C)(C)C)c1ccc2oc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)nc2c1,CC#N,378
NC/C(=C\c1ccncc1)c1nc(-c2ccc(Cl)cc2)cs1,CC#N,495
CCOC(=O)c1c2c3ccc4c(=O)n(-c5c(C(C)C)cccc5C(C)C)c(=O)c5ccc(c2c2n1CCn1c(C(=O)OCC)c6c7ccc8c(=O)n(-c9c(C(C)C)cccc9C(C)C)c(=O)c9ccc(c6c1-2)c7c89)c3c45,C(Cl)Cl,565
O=C1OC(c2ccccc2)=N/C1=C\c1ccc(N(c2ccccc2)c2ccccc2)cc1,C(Cl)(Cl)Cl,577
COC(=O)C(NC(=O)OC(C)(C)C)c1ccc2oc(-c3ccc(F)cc3)nc2c1,CO,342
CCC1=C(C)C2=Cc3cc(I)c(I)n3[B-](F)(F)[N+]2=C1C,CC(=O)C,553
CCCCCCCCn1c(=O)/c(=c2\c(=Cc3ccc4c(c3)C3CCCC3N4c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)sc(=O)n2CC(=O)O)s/c1=C1/SC(=S)N(c2ccccc2)C1=O,C(Cl)(Cl)Cl,662
Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2cc3ccc4ccccc4c3c3c2cc(N(C)C)c2ccccc23)c(C)c1,C1CCCCC1,554
CC(C)[Si]1(C(C)C)c2cc(C=C(CN)CN)ccc2-c2ccc(N(C)C)cc21,CCO,691
COc1ccc(-n2cc3ccccc3c/c2=N/S(=O)(=O)c2ccc(C)cc2)cc1,CC#N,535
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(S(C)(=O)=O)n3)ccc21,CN(C)C=O,451
CN(C)c1ccc2nc(-c3ccc(C(=O)O)cc3)sc2c1,CO,512
CC1(C)Oc2c(c3nc4ccccc4nc3c3ccccc23)CC1Br,C1CCCCC1,444
FC(F)(F)c1cc(-c2ccnc3ncnn23)cc(C(F)(F)F)c1,C(Cl)Cl,399
CCCN1/C(=C/C=C(/C=C/C2=[N+](CCC)c3ccccc3C2(C)C)c2ccc3ccccc3n2)C(C)(C)c2ccccc21,CO,652
CC1=[N+]2C(=C(NCc3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,CCOC(=O)C,700
O=[N+]([O-])c1ccc(-c2sc(N(c3ccccc3)c3ccccc3)nc2-c2cc3ccccc3o2)s1,CC#N,661
CC(C)(C)c1ccc2oc(-c3ccc(-c4nc5cc(C(C)(C)C)ccc5o4)s3)nc2c1,C1CCOC1,432
COc1ccc(C2=[N+]3C(=C(c4ccc(C(=O)OCc5ccccc5)cc4)c4cc(Cl)c(-c5ccc(OC)cc5)n4[B-]3(F)F)C=C2Cl)cc1,CC#N,632
CCCCCCCCCCCCOc1cc2c(=O)n(C3CCCCC3)c(=O)c3ccc4c5c(SCCCCCCCCCCCC)cc6c(=O)n(C7CCCCC7)c(=O)c7ccc(c1c4c32)c5c76,C(Cl)(Cl)Cl,640
CCOC(=O)C1c2cc(OC)c(OC)cc2C(=O)N1c1ccc(OC)c(OC)c1,C(Cl)Cl,457
CN(C)c1ccc(/C=C/C(=C(CN)CN)c2ccc3c4c(cccc24)CC3)cc1,CC(=O)C,593
Cc1ccc(S(=O)(=O)/N=c2/cc3ccccc3cn2-c2ccccn2)cc1,CC#N,552
COc1nc(Nc2ccc3cc4ccccc4cc3c2)nc(OC)n1,CC#N,431
CN(C)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,C1COCCO1,513
COc1ccc(-c2cnc3nn4ccccc4c3n2)cc1,C1CCOC1,455
CCN(CC)c1ccc(C2=C3C(C)=CC(/C=C/c4ccc(OCCCN=[N+]=[N-])cc4)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)cc1,CO,587
CCn1c2cc(OC)ccc2c2c3nsnc3c3c4ccc(OC)cc4n(CC)c3c21,CN(C)C=O,557
C(=C/c1nc2ccccc2o1)\c1ccc(Cn2cc(-c3ccc(N(c4ccccc4)c4ccc(-c5cn(Cc6ccc(/C=C/c7nc8ccccc8o7)cc6)nn5)cc4)cc3)nn2)cc1,CN(C)C=O,407
COc1ccc(-c2nc(-c3ccc(-c4nc(-c5ccc(OC)cc5)c(-c5ccc(OC)cc5)[nH]4)s3)[nH]c2-c2ccc(OC)cc2)cc1,CC#N,452
Cc1ccc(-c2cc(-c3ccccc3Cl)c3c(N)nc(N4CCCC4)c(CN)c3n2)cc1,CO,525
O=c1oc2ccccc2cc1-c1nc2ccccc2o1,C1COCCO1,443
Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,CCOC(=O)C,595
C[n+]1ccc(/C=C/c2ccc3cc(O)ccc3c2)cc1,C(Cl)(Cl)Cl,537
COc1ccc(-n2nc(CN)c(N3CCCC3)n2)cc1,C(Cl)(Cl)Cl,406
COc1ccc(C2=c3sc(-c4ccc(OC)cc4)cc3=[N+]3C2=Nc2c(-c4ccc(OC)cc4)c4sc(-c5ccc(OC)cc5)cc4n2[B-]3(F)F)cc1,C(Cl)(Cl)Cl,814
O=Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,C(Cl)Cl,619
Cn1c(-c2ccc(-c3nc(-c4ccccc4)c(-c4ccccc4)n3C)s2)nc(-c2ccccc2)c1-c1ccccc1,CC#N,470
COc1ccc(-c2cc3c(s2)c(C(C)=O)cc(=O)n3Cc2ccccc2)cc1,C(Cl)Cl,512
COc1ccc(/C=C/C(=O)c2ccccc2O)cc1OC,CN(C)C=O,473
COC(=O)c1ccc(-c2ccc3c(c2)C(c2ccccc2)(c2ccccc2)c2cc(-c4ccc(C(=O)OC)cc4)ccc2N3)cc1,CC#N,466
COC(=O)c1cc(=O)n(C)c2cc(-c3cccc(OC)c3)sc12,C(Cl)Cl,464
CN(C)c1ccc2c(c1)[Sn](C)(C)C1=CC(=[N+](C)C)C=CC1=C2,O,628
O=C1c2ccccc2NC(c2ccccc2)N1Cc1ccccc1,CO,442
CCCN1/C(=C/C=C(/C=C/C2=[N+](CCC)c3ccccc3C2(C)C)c2ccc3ccccc3n2)C(C)(C)c2ccccc21,O,653
Fc1cccc(-c2[o+]c3c(-c4cccc(F)c4)c(-c4cccc(F)c4)c4cccc5ccc(c2-c2cccc(F)c2)c3c54)c1,C(Cl)Cl,523
CCCCCCc1ccc(-c2ccc(-c3ccc4c(c3)Sc3cc(C=C(CN)C(=O)O)ccc3N4CCCCCC)s2)s1,C1CCOC1,645
CN(C)c1ccc(C2=Nc3sc4cc(Br)ccc4[n+]3[B-](F)(F)O2)cc1,CC(=O)C,482
O=Cc1ccc(-c2ccc(O)c(-c3nc4ccccc4s3)c2)o1,CCO,550
COc1ccc2c(c1)c1cc(OC)ccc1c1c2c2c(C(=O)NC(C)(C)C)ccc(C(=O)NC(C)(C)C)c2c2c3ccc(OC)cc3c3cc(OC)ccc3c21,C(Cl)Cl,498
CCCCc1ccc2ccc3cccc4ccc1c2c34,C(Cl)Cl,378
CN(C)c1ccc(-c2cnc(-c3ccc(S(=O)(=O)NCCC(=O)ON4C(=O)C=CC4=O)cc3)o2)cc1,CO,574
CCN(CC)c1ccc2cc(/C(Cl)=C/C=C/C(=C(CN)CN)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,CCOC(=O)C,657
CCCC1(CCC)c2cc(CN)ccc2-c2ccc(CN)cc21,C1CCCCC1,324
c1ccc2c(c1)NB1Nc3ccccc3-c3cccc-2c31,C(Cl)Cl,369
COc1cc(OC)cc(C2=C3C(C)=C(I)C(C)=[N+]3[B-](F)(F)n3c(/C=C/c4c[nH]c5ccc([N+](=O)[O-])cc45)c(I)c(C)c32)c1,CS(=O)C,651
CCC1=C(C)C2=Cc3c4ccccc4c4n3[B-](C)(Oc3ccccc3-4)[N+]2=C1C,C(Cl)Cl,635
CN(C)c1ccc(-c2nc3c(c4c2-c2ccc(CN)cc2CC4)-c2ccc(CN)cc2CC3)cc1,CCCCCC,444
O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,CN(C)C=O,420
CC(C)c1cc(C(C)C)c(B2c3ccccc3Oc3cc(N4c5ccccc5C5(c6ccccc6-c6ccccc65)c5ccccc54)ccc32)c(C(C)C)c1,CC1=CC=CC=C1,456
CN(C)c1ccc(-c2nc(N(c3ccccc3)c3ccccc3)sc2-c2ccc([N+](=O)[O-])s2)cc1,C1CCOC1,645
CCCCCCCN1C(=CC2=C([O-])C(=Cc3sc4ccccc4[n+]3CCCCCCC)C2=C(CN)CN)Sc2ccccc21,CN(C)C=O,717
O=c1c2cc(S(=O)(=O)O)ccc2[nH]c2ccc(S(=O)(=O)O)cc12,O,417
COc1cc(-c2cc(N3CCCCC3)c(CN)c3c2-c2cccc4cccc-3c24)cc(OC)c1OC,O,545
CC(C)(C)C1Nc2c(Cl)cc(Cl)cc2C(=O)N1Cc1ccccc1,CC#N,420
C(=C/c1c2ccccc2cc2ccccc12)\c1ccc2ccccc2n1,CC1=CC=CC=C1,492
O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(C=O)c4ccc1c2c43,C1COCCO1,603
CCCCn1c(-c2ccc(-c3ccc(C(=O)OCC)cc3)s2)nc2c3cccnc3c3ncccc3c21,C(Cl)Cl,459
CN(C)c1ccc(-c2c3ccc(=[NH2+])cc-3sc3cc(N)ccc23)cc1,O,550
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(CCc3ccc4c(c3)C(=O)c3cc(CCc5ccc6c(c5)C(CCCCCCCC)(CCCCCCCC)c5ccccc5-6)ccc3-4)cc21,CCCCCC,507
COc1cc(OC)c2cc(-c3cccc(-c4cc5c(OC)cc(OC)cc5oc4=O)c3)c(=O)oc2c1,C(Cl)(Cl)Cl,438
CCCCN1/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,CS(=O)C,569
COc1cc2c(cc1/C=C/C1=CC(=C(CN)CN)CC(C)(C)C1)c1ccccc1n2C,CCO,627
CN(C)c1ccc2cc(C3=[O+][B-](F)(F)OC(c4ccc(CN)cc4)=C3)ccc2c1,CC(=O)C,663
CC(C)(C)c1ccc(C2=c3sc(-c4ccc(C(C)(C)C)cc4)cc3=[N+]3C2=Nc2c(-c4ccc(C(C)(C)C)cc4)c4sc(-c5ccc(C(C)(C)C)cc5)cc4n2[B-]3(F)F)cc1,C(Cl)(Cl)Cl,793
Fc1nc(F)c(F)c(CCc2ccccc2CCc2c(F)c(F)nc(F)c2F)c1F,CC#N,370
O=[N+]([O-])c1ccc(NCCN(Cc2c3ccccc3cc3ccccc23)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,CCO,388
CCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\CN)C(=O)O)s3)ccc1-2,CC(=O)C,576
NCc1cc(CCc2ccc(N(c3ccccc3)c3ccccc3)cc2)c(CN)cc1CCc1ccccc1,C(Cl)(Cl)Cl,586
F[B-]1(F)OC(c2ccc(Br)cc2)=Cc2ccc3ccccc3[n+]21,C(Cl)(Cl)Cl,440
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CN(C)C=O,565
COc1ccc(N(c2ccc(OC)cc2)c2ccc3ccc4c(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)ccc5ccc2c3c54)cc1,CC(=O)C,658
CCOC(=O)c1cccc(N)c1,CC#N,395
CC(C)(C)NC(=O)C(OC(=O)c1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1)c1ccc(Br)cc1,C1CCOC1,526
c1ccc(-c2cccc3c2-c2ccccc2C32c3ccccc3-c3ccccc32)nc1,C1CCCCC1,370
COc1cccc2cc(-c3ccc([N+](=O)[O-])cc3)c(=N)oc12,CS(=O)C,392
CN1/C(=C/C=N/c2sc3ccccc3[n+]2C)C(C)(C)c2ccccc21,CS(=O)C,522
CN(C)c1ccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)cc1,CN(C)C=O,555
Cc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc2c1-c1ccc(C(C)(C)C)cc1,C(Cl)Cl,575
CN(C)c1ccc(CCc2ccc(C=O)cc2)cc1,C1COCCO1,503
C/C(=C\c1ccc(Cl)cc1)c1nc2ccccc2s1,CO,400
CC(=O)c1ccc2ccc3cccc4ccc1c2c34,CC#N,390
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2ccc(C(F)(F)F)cc2)Sc2ccccc21,CCO,678
CCOC(=O)c1c2c3ccc4c(=O)n(-c5c(C(C)C)cccc5C(C)C)c(=O)c5ccc(c2c2n1CCn1c(C(=O)OCC)c6c7ccc8c(=O)n(-c9c(C(C)C)cccc9C(C)C)c(=O)c9ccc(c6c1-2)c7c89)c3c45,CC1=CC=CC=C1,540
O=c1c2cc(CCc3ccc(Cl)cc3)ccc2nc2ccc(CCc3ccc(Cl)cc3)cn12,C(Cl)Cl,478
NCc1c(CN)c2cc(F)ccc2c2ccc(F)cc12,C(Cl)(Cl)Cl,374
COc1cc(/C=C/c2nc3ccccc3s2)c(OC)cc1/C=C/c1nc(C)nc(C)n1,CC#N,499
c1ccc(CCc2nccnc2CCc2ccccc2)cc1,CC#N,380
COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)c4ccccc34)=[O+][B-](F)(F)O2)c2ccccc12,CC#N,651
COC(=O)c1nc(-c2ccco2)oc1C,CC#N,318
CCN(CC)c1ccc(/C=C/C2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,C(Cl)(Cl)Cl,622
NCc1cc2ccc(O)cc2oc1=O,C1CCOC1,405
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/C=C/c2ccccc2)=CC(/C=C/C=C/c2ccccc2)=[O+]1,CC#N,550
Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC(=O)C,610
CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(c3ccc[nH]3)c3ccccc3C1=C2,CC1=CC=CC=C1,635
C1=CSC(=C2SC=C(/C=C/C=C/C=C/C3=CSC(=C4SC=CS4)S3)S2)S1,C1CCOC1,736
CC1(C)CCc2c(c3ccccc3c3nc4c(nc23)c2c(c3ccccc34)OC(C)(C)CC2)O1,CC#N,449
CCCCCCn1c2ccccc2c2cc(-c3ccc(C=C4C(=O)NC(=S)NC4=O)cc3)ccc21,C(Cl)(Cl)Cl,618
CC1=C(Cc2ccccc2)C(C)=[N+]2C1=C(C)c1c(C)c(-c3csc(N4CCOCC4)n3)c(C)n1[B-]2(F)F,CCOC(=O)C,545
COc1ccc(OC)c(C=O)c1,CO,466
c1ccc(-c2ccc3c(c2)C(c2ccccc2)(c2ccccc2)c2cc(-c4ccccc4)ccc2N3)cc1,CCO,391
CC(=O)Nc1ccc(C2=C/C(=C\c3ccc(CN)cc3)C(=O)O2)cc1,C1COCCO1,521
Oc1ccc2ccccc2c1C1Nc2cccc3cccc(c23)N1,CS(=O)C,528
COc1cc(/C=C/C2=CC(/C=C/c3ccc(O)c(OC)c3)=[O+][B-](F)(F)O2)ccc1O,CO,592
O=Cc1cc(O)c(C=O)cc1O,CC#N,474
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,CCCCCC,474
NCc1ccc(N/N=C/c2ccc3ccccc3c2O)cc1,CO,482
CCCCCNC(=O)COc1ccc(/C=C/c2ccc3n2[B-](F)(F)[N+]2=C(c4cccs4)C=CC2=C3)cc1,CO,641
CCC(CC)COC1=CC2=C3c4cc(OCC(CC)CC)c(-c5ccccc5)n4[B-](F)(F)[n+]4nnn(c43)[B-](F)(F)[N+]2=C1c1ccccc1,C(Cl)Cl,730
Cc1ccc2ccc3c(C)ccc4ccc1c2c43,CO,381
CNC(=O)[C@H](C)NC(=O)c1cccc2c1CCc1c(NC(=O)[C@@H](NC(C)=O)C(C)C)cccc1OCCCO2,C(Cl)Cl,390
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3cc(F)ccc3C(F)(F)F)cc2)cc1,CS(=O)C,563
O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,O,468
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,CCO,352
c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)s5)c5nsnc45)s3)cc2)cc1,C(Cl)(Cl)Cl,690
CSc1cc(-c2cc3cc4c5c(c3oc2=O)CCCN5CCC4)oc(=O)c1CN,C(Cl)Cl,586
C/C=C/C=C/C1=N/C(=C\c2ccc(O)cc2)C(=O)N1C,C(Cl)(Cl)Cl,531
CCCCCCN(CCCCCC)c1ccc(CCc2c(F)c(F)c(F)c(F)c2F)cc1,CO,464
CCCCOc1ccc(-c2cc3c(o2)c(-c2ccc(OCCCC)cc2)c2n3[B-](F)(F)[N+]3=Cc4c(-c5ccc(OCCCC)cc5)c5oc(-c6ccc(OCCCC)cc6)cc5n4[B-](F)(F)[N+]3=C2)cc1,C(Cl)Cl,661
CCCCCCCCn1c2ccccc2c2c3c(ccc21)ccc1c3c2cc(/C=C(\CN)C(=O)O)ccc2n1CCCCCCCC,C(Cl)(Cl)Cl,556
CCC1=C(C)C2=Cc3c4ccccc4c4n3[B-](C)(Oc3ccccc3-4)[N+]2=C1C,CC1=CC=CC=C1,636
CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1,C1CCOC1,414
CCCCCCCCc1ccc(-c2c3cc(-c4cc(CCCCCCCC)c(-c5ccc(-c6sc(/C=C7\SC(=S)N(CC)C7=O)cc6CCCCCCCC)s5)s4)sc3c(-c3ccc(CCCCCCCC)s3)c3cc(-c4cc(CCCCCCCC)c(-c5ccc(-c6sc(/C=C7\SC(=S)N(CC)C7=O)cc6CCCCCCCC)s5)s4)sc23)s1,C(Cl)(Cl)Cl,670
CN1C(=O)/C(=C/c2ccncc2)N=C1c1ccccc1,CC#N,475
Cc1ccc(/C=C/c2ccccc2-[n+]2cc([O-])on2)cc1,CC#N,504
CCCCCCc1ccc2c(/C=N/c3cc(/N=C/c4c(O)ccc5cc(CCCCCC)ccc45)cc(/N=C/c4c(O)ccc5cc(CCCCCC)ccc45)c3)c(O)ccc2c1,CC#N,507
CCc1c(CC)c(CC)n2c(c1CC)c(C=O)c1cc(Br)ccc12,CS(=O)C,478
Cc1ccc2oc(-c3cc4cc(C)ccc4oc3=O)cc2c1,CC1=CC=CC=C1,436
Cc1cc(N(C)C)cc(C)c1/C=C/C=C/c1ccc(CN)cc1,CCCCCC,442
COc1ccc(/C=C/c2nc(/C=C/c3ccc(N(C)C)cc3)cc(/C=C/c3ccc(N(C)C)cc3)n2)cc1,C(Cl)Cl,533
CCN(CCCN(C)C)c1ccc2c(-c3ccccc3)c3ccc(=[NH2+])cc-3oc2c1,O,555
CCN1C(=O)C(=Cc2ccc(-c3sc(N(c4ccccc4)c4ccccc4)nc3-c3ccccc3)s2)C(=O)N(CC)C1=S,CCCCCC,595
c1ccc(-c2nc(-c3ccccc3)c(N(c3ccccc3)c3ccccc3)[se]2)cc1,C(Cl)(Cl)Cl,480
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(C)ccc12,O,469
CCC1(CC)c2cc(/C=C/c3cc(Br)c(/C=C/c4ccc5c(c4)C(CC)(CC)c4cc(N6c7ccccc7Sc7ccccc76)ccc4-5)cc3Br)ccc2-c2ccc(N3c4ccccc4Sc4ccccc43)cc21,C1CCOC1,522
CN(C)CCNCc1c2ccccc2cc2ccccc12,C(Cl)(Cl)Cl,417
CC1(C)c2ccccc2N(c2c(F)cc(-c3nnc(-c4ccccc4)o3)cc2F)c2ccccc21,CC1=CC=CC=C1,490
[H]/[NH+]=c1/ccc2c(-c3ccccc3C(=O)[O-])c3ccc(N)cc3oc-2c1,O,520
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(-c3nnc(-c4cccc(-n5c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)ccc65)c4)o3)cc21,CC1=CC=CC=C1,419
CCn1c2ccccc2c2cc(CCc3cc(CCc4ccc5c(c4)c4ccccc4n5CC)nc(N4CCCCC4)n3)ccc21,CCOC(=O)C,446
CCCCC(CC)COc1ccc2nc(-c3ccc(-c4c(C)noc4C)s3)sc2c1,C(Cl)Cl,415
CCCCCCOc1ccc(N2c3ccc(/C=C(\CN)C(=O)O)cc3Oc3cc(-c4ccc(OCCCC)cc4OCCCC)ccc32)cc1,C(Cl)Cl,625
CC(=O)c1c2c(cc3c(N(C)C)cccc13)CCC2,C1CCOC1,543
CCOC(=O)c1[nH]c(C)c(/C=C/C2=[N+]3C(=C(c4cc(OC)cc(OC)c4)c4c(C)c(I)c(/C=C/c5c(C)[nH]c(C(=O)OCC)c5C)n4[B-]3(F)F)C(C)=C2I)c1C,C1CCOC1,713
CC1(C)c2cc(C=O)ccc2-c2ccc(N3CCOCC3)cc21,CC#N,518
CCCCSC1=C(SCCCC)SC(=Cc2ccc(-c3ccc(-c4ccc(/C=C(\CN)C(=O)O)cc4)s3)cc2)S1,C1CCOC1,559
CN(C)c1ccc2c(c1)C(C)(C)c1cc(C=C(CN)CN)ccc1-2,C(Cl)(Cl)Cl,608
CB1C=Cc2ccc3ccccc3c2N1c1ccccc1,C1CCCCC1,387
CN(C)c1ccc(-c2nc(CN)c(CN)n2C)cc1,C(Cl)(Cl)Cl,437
O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,CN(C)C=O,445
Oc1ccccc1/C=N/CC/N=C/c1ccccc1O,CC#N,461
COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)C)cc3)nc2c1)NC(=O)OC(C)(C)C,C1CCCCC1,376
CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4nc(-c5ccccc5)c(-c5ccccc5)n4-c4ccccc4)cc3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)n2C)cc1,C(Cl)Cl,555
C[Si]1(C)C2=C(c3cc4c(cc31)C1=C(c3ccccc3S1(=O)=O)[Si]4(C)C)S(=O)(=O)c1ccccc12,C1CCOC1,470
O=C1NC(=O)[C@H]([C@H]2C[C@H](O)[C@@H](CO)O2)C=C1CCc1ccc2c(c1)Cc1ccccc1-2,C(Cl)(Cl)Cl,421
CCN(CC)c1ccc2cc3ccc(=[N+](CC)CC)cc-3oc2c1,CC#N,549
