SMILES,Solvent,AM,EM,QY,AC,ST,LGAC,Et30,SP,SdP,SA,SB
C[N+]1=C(/C=C/C2=C3Oc4c(cc(F)c(N5CCC(C(=O)O)CC5)c4F)C=C3CCC2)C(C)(C)c2ccccc21,C(Cl)(Cl)Cl,634,731,0.03,45400,97,4.657055853,39.1,0.783,0.614,0.047,0.071
C[N+]1=C(/C=C/C2=C3Oc4c(cc(F)c(N5CCC(C(=O)O)CC5)c4F)C=C3CCC2)C(C)(C)c2ccccc21,O,619,733,0.01,33750,114,4.528273777,63.1,0.681,0.997,1.062,0.025
C[N+]1=C(/C=C/C2=C3Oc4c(cc(F)c(N5CCC(C(=O)O)CC5)c4F)C=C3CCC2)C(C)(C)c2ccccc21,CCO,620,729,0.015,40700,109,4.609594409,51.9,0.633,0.783,0.4,0.658
CN1/C(=C/C=C2\CCCCC(C3=[N+](C)c4ccc(-c5ccccc5)c(-c5ccccc5)c4C3(C)C)=C2Cl)C(C)(C)c2c1ccc(-c1ccccc1)c2-c1ccccc1,C(Cl)Cl,827,,,256000,,5.408239965,40.7,0.761,0.769,0.04,0.178
CCCCn1/c(=C/C=C/C2=[N+](CCCC)c3cc4c(c5cccc2c35)OC(C)C4)c2cccc3c4c(cc1c32)CC(C)O4,CC#N,870,898,,108000,28,5.033423755,45.6,0.645,0.974,0.044,0.286
CC1=CC(=Cc2sc3ccccc3[n+]2C)C=C(C)N1CCc1nc2ccccc2[nH]1,CN(C)C=O,448,,,,,,43.2,0.759,0.977,0.031,0.613
CN(C)c1ccc2c(c1)O/C(=C\C=C\C1=[N+](C)c3ccccc3C1(C)C)C=C2C(F)(F)F,CCO,710,765,0.024,57100,55,4.756636108,51.9,0.633,0.783,0.4,0.658
CN(C)c1ccc2c(c1)O/C(=C\C=C\C1=[N+](C)c3ccccc3C1(C)C)C=C2C(F)(F)F,O,700,760,0.014,32860,60,4.516667559,63.1,0.681,0.997,1.062,0.025
C[N+]1=C(/C=C/C2=C3Oc4c(cc(F)c(F)c4F)C=C3CCC2)C(C)(C)c2ccccc21,C(Cl)(Cl)Cl,578,,,37850,,4.578065884,39.1,0.783,0.614,0.047,0.071
CN1/C(=C/C=C/C=C/C=C/C2=[N+](C)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21,CO,778,,,,,,55.4,0.608,0.904,0.605,0.545
CCN1C(=O)C(=C/C=C\C=CC2=C3N(CCC2)c2ccccc2C3(C)C)C(=O)N(CC)C1=S,CCO,723,745,0.122,,22,,51.9,0.633,0.783,0.4,0.658
CCN1C(=O)C(=C/C=C\C=CC2=C3N(CCC2)c2ccccc2C3(C)C)C(=O)N(CC)C1=S,CC1=CC=CC=C1,712,738,0.4,,26,,33.9,0.782,0.284,0,0.128
CCN1C(=O)C(=C/C=C\C=CC2=C3N(CCC2)c2ccccc2C3(C)C)C(=O)N(CC)C1=S,CCCCCC,667,721,,,54,,31,0.616,0,0,0.056
CCN1C(=O)C(=C/C=C\C=CC2=C3N(CCC2)c2ccccc2C3(C)C)C(=O)N(CC)C1=S,CN(C)C=O,727,746,,,19,,43.2,0.759,0.977,0.031,0.613
CCN1C(=O)C(=C/C=C\C=CC2=C3N(CCC2)c2ccccc2C3(C)C)C(=O)N(CC)C1=S,C(Cl)Cl,733,749,,,16,,40.7,0.761,0.769,0.04,0.178
CC1(C)C(/C=C/C2=C(c3ccc(Cl)cc3)/C(=C/C=C3/N(CCCCS(=O)(=O)[O-])c4ccccc4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)[O-])c2ccccc21,CO,769,,,,,,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)=[N+](CCCS(=O)(=O)[O-])c2ccc3ccccc3c21,CO,784,815,,228000,31,5.357934847,55.4,0.608,0.904,0.605,0.545
C[N+]1=C(/C=C/C2=C3Oc4c(cc(F)c(N5CCOCC5)c4F)C=C3CCC2)C(C)(C)c2ccccc21,CCO,610,725,0.01,40000,115,4.602059991,51.9,0.633,0.783,0.4,0.658
C[N+]1=C(/C=C/C2=C3Oc4c(cc(F)c(N5CCOCC5)c4F)C=C3CCC2)C(C)(C)c2ccccc21,C(Cl)(Cl)Cl,624,727,0.02,45850,103,4.66133934,39.1,0.783,0.614,0.047,0.071
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3\N(CCCCS(=O)(=O)[O-])c4ccc5ccccc5c4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,CO,820,857,0.044,202000,37,5.305351369,55.4,0.608,0.904,0.605,0.545
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,C(Cl)Cl,785,817,,,32,,40.7,0.761,0.769,0.04,0.178
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CCO,779,840,0.16,280000,61,5.447158031,51.9,0.633,0.783,0.4,0.658
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CN(C)C=O,784,814,,,30,,43.2,0.759,0.977,0.031,0.613
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CO,774,801,,296000,27,5.471291711,55.4,0.608,0.904,0.605,0.545
C[n+]1c(-c2ccccc2)csc1C=C1C=CN(CCC[n+]2ccccc2)c2ccccc21,O,512,,,68200,,4.833784375,63.1,0.681,0.997,1.062,0.025
CCC(/C=C1\Sc2ccc(OC)cc2N1CCO)=C\c1sc2ccc(OC)cc2[n+]1CCO,C1COCCO1,587,600,0.13,,13,,36,0.737,0.312,0,0.444
CCC(/C=C1\Sc2ccc(OC)cc2N1CCO)=C\c1sc2ccc(OC)cc2[n+]1CCO,CS(=O)C,572,599,0.011,,27,,45.1,0.83,1,0.072,0.647
CCC(/C=C1\Sc2ccc(OC)cc2N1CCO)=C\c1sc2ccc(OC)cc2[n+]1CCO,CC#N,564,589,0.002,,25,,45.6,0.645,0.974,0.044,0.286
CC1(C)C(/C=C/C2=C(NCCS(=O)(=O)O)/C(=C/C=C3/N(Cc4ccc(C(=O)O)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC2)=[N+](Cc2ccc(C(=O)O)cc2)c2ccc(S(=O)(=O)[O-])cc21,CCO,615,735,,,120,,51.9,0.633,0.783,0.4,0.658
CC1(C)C(/C=C/C2=C(NCCS(=O)(=O)O)/C(=C/C=C3/N(Cc4ccc(C(=O)O)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC2)=[N+](Cc2ccc(C(=O)O)cc2)c2ccc(S(=O)(=O)[O-])cc21,CN(C)C=O,620,749,,,129,,43.2,0.759,0.977,0.031,0.613
CC1(C)C(/C=C/C2=C(NCCS(=O)(=O)O)/C(=C/C=C3/N(Cc4ccc(C(=O)O)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC2)=[N+](Cc2ccc(C(=O)O)cc2)c2ccc(S(=O)(=O)[O-])cc21,CO,609,731,,115000,122,5.06069784,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C2=C(NCCS(=O)(=O)O)/C(=C/C=C3/N(Cc4ccc(C(=O)O)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC2)=[N+](Cc2ccc(C(=O)O)cc2)c2ccc(S(=O)(=O)[O-])cc21,O,607,750,,,143,,63.1,0.681,0.997,1.062,0.025
CCN1/C(=C\C(C)=C\c2sc3ccccc3[n+]2CC)Sc2ccccc21,CCO,545,,0.002,86000,,4.934498451,51.9,0.633,0.783,0.4,0.658
C[n+]1ccc(/C=C/c2ccc(O)cc2)c2ccccc21,CC#N,425,554,0.08,,129,,45.6,0.645,0.974,0.044,0.286
CCC(=O)OC(=C\C=C1\N(CCCCS(=O)(=O)O)c2ccccc2C1(C)C)/C=C/C=C/C1=[N+](CCCCS(=O)(=O)[O-])c2ccccc2C1(C)C,O,746,782,0.0985,177000,36,5.247973266,63.1,0.681,0.997,1.062,0.025
N#CC(C#N)=CC1=C(Cl)/C(=C/C=C2\Sc3ccccc3N2CCCCCC(=O)O)CCC1,CO,685,,,73000,,4.86332286,55.4,0.608,0.904,0.605,0.545
Cc1ccc(CN2/C(=C/C=C3\CCCC(/C=C/C4=[N+](Cc5ccc(C)cc5)c5ccccc5C4(C)C)=C3Cl)C(C)(C)c3ccccc32)cc1,CO,785,813,0.1315,220000,28,5.342422681,55.4,0.608,0.904,0.605,0.545
CCC[N+]1=C(/C=C/C=C2\N(C)c3ccccc3C2(C)C)C(C)(C)c2c1ccc1ccccc21,CO,566,,,118200,,5.072617477,55.4,0.608,0.904,0.605,0.545
CCC[N+]1=C(/C=C/C=C2\N(C)c3ccccc3C2(C)C)C(C)(C)c2c1ccc1ccccc21,O,561,,,112200,,5.049992857,63.1,0.681,0.997,1.062,0.025
CCC[N+]1=C(/C=C/C=C2\N(C)c3ccccc3C2(C)C)C(C)(C)c2c1ccc1ccccc21,CC#N,564,,,121800,,5.085647288,45.6,0.645,0.974,0.044,0.286
CCC[N+]1=C(/C=C/C=C2\N(C)c3ccccc3C2(C)C)C(C)(C)c2c1ccc1ccccc21,CS(=O)C,572,,,115900,,5.064083436,45.1,0.83,1,0.072,0.647
CCN1/C(=C/c2cc(NC(C)=O)c3ccccc3[n+]2CC)Sc2ccccc21,CO,480,,,48218,,4.683209193,55.4,0.608,0.904,0.605,0.545
CCCCNC1=C(/C=C/C2=[N+](CC)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)CCC/C1=C\C=C1\N(CC)c2ccc(S(=O)(=O)O)cc2C1(C)C,O,605,755,,,150,,63.1,0.681,0.997,1.062,0.025
CCCCNC1=C(/C=C/C2=[N+](CC)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)CCC/C1=C\C=C1\N(CC)c2ccc(S(=O)(=O)O)cc2C1(C)C,CO,618,737,,80000,119,4.903089987,55.4,0.608,0.904,0.605,0.545
CCCCNC1=C(/C=C/C2=[N+](CC)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)CCC/C1=C\C=C1\N(CC)c2ccc(S(=O)(=O)O)cc2C1(C)C,CCO,627,742,,,115,,51.9,0.633,0.783,0.4,0.658
CCCCNC1=C(/C=C/C2=[N+](CC)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)CCC/C1=C\C=C1\N(CC)c2ccc(S(=O)(=O)O)cc2C1(C)C,CN(C)C=O,657,754,,,97,,43.2,0.759,0.977,0.031,0.613
CNC1=C([O-])/C(=C/C2=[N+](C)c3ccccc3C2(C)C)C1=O,O,460,483,0.0029,71500,23,4.854306042,63.1,0.681,0.997,1.062,0.025
CNC1=C([O-])/C(=C/C2=[N+](C)c3ccccc3C2(C)C)C1=O,CO,463,484,0.0051,71500,21,4.854306042,55.4,0.608,0.904,0.605,0.545
CNC1=C([O-])/C(=C/C2=[N+](C)c3ccccc3C2(C)C)C1=O,C(Cl)(Cl)Cl,465,487,0.0097,62300,22,4.794488047,39.1,0.783,0.614,0.047,0.071
CCN1C(=CC=Cc2n(CC)c3ccc(C#N)cc3[n+]2CCCCS(=O)(=O)[O-])N(CCCCS(=O)(=O)O)c2cc(C#N)ccc21,O,514,,,,,,63.1,0.681,0.997,1.062,0.025
Cc1ccc[n+](C(=C\C=C2\Sc3ccccc3N2Cc2ccccc2)/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)c1,CO,626,654,0.126,195333,28,5.29077562,55.4,0.608,0.904,0.605,0.545
C[N+]1=C(/C=C/C=C/C=C2/N(CCCCCC(=O)[O-])c3ccccc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,CS(=O)C,653,672,,238000,19,5.376576957,45.1,0.83,1,0.072,0.647
C[N+]1=C(/C=C/C=C/C=C2/N(CCCCCC(=O)[O-])c3ccccc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,O,,,0.13,212000,,5.326335861,63.1,0.681,0.997,1.062,0.025
CC1(C)C2=C(/C=C3\CCC[N+]4=C3C(C)(C)c3ccccc34)CCCN2c2ccccc21,CN(C)C=O,588,621,,,33,,43.2,0.759,0.977,0.031,0.613
CC1(C)C2=C(/C=C3\CCC[N+]4=C3C(C)(C)c3ccccc34)CCCN2c2ccccc21,C(Cl)Cl,588,619,,,31,,40.7,0.761,0.769,0.04,0.178
CC1(C)C2=C(/C=C3\CCC[N+]4=C3C(C)(C)c3ccccc34)CCCN2c2ccccc21,CCO,584,615,0.0005,,31,,51.9,0.633,0.783,0.4,0.658
C[n+]1c(/C=C2/C=CN(CCC[N+](C)(C)CCC[N+](C)(C)CCCN3C=C/C(=C\c4sc5ccccc5[n+]4C)c4ccccc43)c3ccccc32)sc2ccccc21,CS(=O)C,514,,,117000,,5.068185862,45.1,0.83,1,0.072,0.647
CN1CCN(C2=C(/C=C/c3sc4ccccc4[n+]3Cc3ccccc3)CC(C(C)(C)C)C/C2=C\C=C2/Sc3ccccc3N2Cc2ccccc2)CC1,CC#N,700,804,0.172,65800,104,4.818225894,45.6,0.645,0.974,0.044,0.286
Cc1cccc(C)c1Sc1c(F)cc2c(c1F)OC1=C(/C=C/C3=[N+](C)c4ccccc4C3(C)C)CCCC1=C2,CCO,587,,,36500,,4.562292864,51.9,0.633,0.783,0.4,0.658
Cc1cccc(C)c1Sc1c(F)cc2c(c1F)OC1=C(/C=C/C3=[N+](C)c4ccccc4C3(C)C)CCCC1=C2,C(Cl)(Cl)Cl,605,,,37300,,4.571708832,39.1,0.783,0.614,0.047,0.071
CN1C(c2ccc3c(c2)OCO3)=C/C(=C\c2cc[n+](C)c3ccccc23)c2c1ccc1ccccc21,CO,619,,,66300,,4.821513528,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCS(=O)(=O)[O-])c3ccc(C(=O)NCCCNCCCNCCCCNCCCN)cc3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,O,746,772,0.11,162000,26,5.209515015,63.1,0.681,0.997,1.062,0.025
CCCCN1/C(=C/C=C/C=C/C=C/C2=[N+](CCCC)c3ccc(O)cc3C2(C)C)C(C)(C)c2cc(C(=O)O)ccc21,O,753,,,,,,63.1,0.681,0.997,1.062,0.025
CCCCN1/C(=C/C=C/C=C/C=C/C2=[N+](CCCC)c3ccc(O)cc3C2(C)C)C(C)(C)c2cc(C(=O)O)ccc21,CN(C)C=O,769,792,0.196,80000,23,4.903089987,43.2,0.759,0.977,0.031,0.613
CCN1C(=O)C(=C/C=C\C=C2/Sc3ccccc3N2CC)C(=O)N(CC)C1=S,CC1=CC=CC=C1,613,628,0.51,189500,15,5.277609214,33.9,0.782,0.284,0,0.128
CCN1C(=O)C(=C/C=C\C=C2/Sc3ccccc3N2CC)C(=O)N(CC)C1=S,CCO,592,616,0.027,160000,24,5.204119983,51.9,0.633,0.783,0.4,0.658
CCN1C(=O)C(=C/C=C\C=C2/Sc3ccccc3N2CC)C(=O)N(CC)C1=S,CCCCCC,580,,,,,,31,0.616,0,0,0.056
CCN1C(=O)C(=C/C=C\C=C2/Sc3ccccc3N2CC)C(=O)N(CC)C1=S,C(Cl)Cl,602,623,,228300,21,5.358505911,40.7,0.761,0.769,0.04,0.178
CCn1c(=O)/c(=C2\Sc3ccccc3N2C)s/c1=C\c1sc2ccccc2[n+]1C,O,471,574,,62000,103,4.792391689,63.1,0.681,0.997,1.062,0.025
CCn1c(=O)/c(=C2\Sc3ccccc3N2C)s/c1=C\c1sc2ccccc2[n+]1C,CS(=O)C,506,565,,81000,59,4.908485019,45.1,0.83,1,0.072,0.647
CCn1c(=O)/c(=C2\Sc3ccccc3N2C)s/c1=C\c1sc2ccccc2[n+]1C,CCO,503,559,,80000,56,4.903089987,51.9,0.633,0.783,0.4,0.658
CCn1c(=O)/c(=C2\Sc3ccccc3N2C)s/c1=C\c1sc2ccccc2[n+]1C,CN(C)C=O,503,565,,75000,62,4.875061263,43.2,0.759,0.977,0.031,0.613
CCn1c(=O)/c(=C2\Sc3ccccc3N2C)s/c1=C\c1sc2ccccc2[n+]1C,CO,501,559,,83000,58,4.919078092,55.4,0.608,0.904,0.605,0.545
CCn1c(=O)/c(=C2\Sc3ccccc3N2C)s/c1=C\c1sc2ccccc2[n+]1C,CC(=O)C,501,564,,80000,63,4.903089987,42.2,0.651,0.907,0,0.475
Cn1c(-c2ccco2)nn2c(/C(c3ccc(C(F)(F)F)cc3)=c3/c4ccccc4c4n3nc(-c3ccco3)[n+]4C)c3ccccc3c12,CC#N,592,,,,,,45.6,0.645,0.974,0.044,0.286
CN1C=C/C(=C\c2sc3ccccc3[n+]2CCC[n+]2ccccc2)c2ccccc21,O,505,,,70800,,4.850033258,63.1,0.681,0.997,1.062,0.025
CN1/C(=C/C=C/C=C/C=C/C2=[N+](CCCS(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc3oc(-c4ccc([N+](C)(C)C)cc4)c(O)c(=O)c3cc21,CO,755,783,,197200,28,5.294906911,55.4,0.608,0.904,0.605,0.545
