SMILES,Solvent,Ex (nm),Em (nm),ST (nm),QY,AC(cm-1M-1),LogAC
Nc1ccc2oc3ccc(N)cc3c(=O)c2c1,CHCl3,NA,NA,NA,NA,6900,3.8388
Nc1ccc2oc3ccccc3c(=O)c2c1,CHCl3,NA,NA,NA,NA,9600,3.9823
Nc1ccc2oc3ccccc3c(=O)c2c1,MeCN,NA,NA,NA,NA,6000,3.7782
Nc1cccc(-c2c3nc(c(-c4cccc(N)c4)c4ccc([nH]4)c(-c4cccc(N)c4)c4nc(c(-c5cccc(N)c5)c5ccc2[nH]5)C=C4)C=C3)c1,Pyridine,NA,NA,NA,NA,154881,5.19
Nc1cccc(-c2cccc(NC(=O)c3ccc(C4=C5C=CC(=N5)C(c5ccccc5)=c5ccc6n5[Zn+2]n5c(ccc54)C(c4ccccc4)=C4C=CC(=N4)C=6c4ccccc4)cc3)c2)c1,CHCl3,NA,NA,NA,NA,436516,5.64
Nc1cccc(-c2cccc(NC(=O)c3ccc(-c4c5nc(c(-c6ccccc6)c6ccc([nH]6)c(-c6ccccc6)c6nc(c(-c7ccccc7)c7ccc4[nH]7)C=C6)C=C5)cc3)c2)c1,CHCl3,NA,NA,NA,NA,436516,5.64
Nc1cccc2c(=O)c3ccccc3[nH]c12,MeCN,NA,NA,NA,NA,41900,4.6222
Nc1cccc2c1C(=O)c1ccccc1-2,EtOH,431,521,90,0.068,7800,3.8921
Nc1cccc2c1C(=O)c1ccccc1-2,Cyclohexane,407,471,64,0.031,NA,NA
Nc1cccc2c1C(=O)c1ccccc1C2=O,MeCN,466,NA,NA,NA,6230,3.7945
Nc1cccc2c1C(=O)NC2=O,THF,NA,445,NA,0.97,NA,NA
Nc1cccc2c1C(=O)NC2=O,DMF,NA,465,NA,0.66,NA,NA
Nc1cccc2c1C(=O)NC2=O,EtOH,NA,490,NA,0.74,NA,NA
Nc1cccc2c1-c1ccccc1C2=O,Cyclohexane,427,513,86,0.035,NA,NA
Nc1cccc2cc3ccccc3cc12,Cyclohexane,384,487,103,0.8,NA,NA
Nc1cccc2ccc3cccnc3c12,Cyclohexane,NA,NA,NA,NA,8920,3.9504
Nc1cccc2cccc(N)c12,MeCN,349,413,64,0.1,NA,NA
Nc1cccc2cccc(N)c12,DMSO,354,411,57,0.3,NA,NA
Nc1cccc2cccc(N)c12,MeOH,334,427,93,0.09,NA,NA
Nc1cccc2cccc(N)c12,Toluene,334,403,69,0.13,NA,NA
Nc1cccc2cn[nH]c12,Cyclohexane,296,NA,NA,NA,NA,NA
Nc1cccc2cn[nH]c12,H2O,294,NA,NA,0.07,NA,NA
Nc1cccc2ncccc12,MeCN,340,480,140,NA,NA,NA
Nc1ccccc1/C=C/C(F)(F)F,THF,347,427,80,0.77,5150,3.7118
Nc1ccccc1C(=O)CC(N)C(=O)O,H2O,363,NA,NA,NA,NA,NA
Nc1ccccc1C(=O)O,Dioxane,338,395,57,NA,NA,NA
Nc1ccccc1C(=O)O,Acetone,336,394,58,0.31,NA,NA
Nc1ccccc1C(=O)O,EtOH,334,407,73,0.59,NA,NA
Nc1ccccc1C(=O)O,MeOH,334,406,72,NA,NA,NA
Nc1ccccc1C(=O)O,MeCN,336,397,61,0.56,NA,NA
Nc1ccccc1C(=O)O,DMSO,342,400,58,0.64,NA,NA
Nc1ccccc1C(=O)O,Cyclohexane,338,387,49,0.29,NA,NA
Nc1ccccc1C(=O)O,H2O,310,397,87,0.6,NA,NA
Nc1ccccc1-c1c2nc(c(-c3ccccc3)c3ccc(cc4nc(c(-c5ccccc5)c5ccc1[nH]5)C=C4)[nH]3)C=C2,CH2Cl2,NA,NA,NA,NA,194984,5.29
Nc1ccccc1-c1c2nc(c(-c3ccccc3N)c3ccc([nH]3)c(-c3ccccc3N)c3nc(c(-c4ccccc4N)c4ccc1[nH]4)C=C3)C=C2,CH2Cl2,NA,NA,NA,NA,222000,5.3464
Nc1ccccc1-c1c2nc(c(-c3ccccc3N)c3ccc([nH]3)c(-c3ccccc3N)c3nc(c(-c4ccccc4N)c4ccc1[nH]4)C=C3)C=C2,CHCl3,NA,NA,NA,NA,117489,5.07
Nc1ccccc1-c1c2nc(c(-c3ccccc3N)c3ccc([nH]3)c(-c3ccccc3N)c3nc(c(-c4ccccc4N)c4ccc1[nH]4)C=C3)C=C2,Pyridine,NA,NA,NA,NA,186208,5.27
Nc1ccccc1-c1nc(Cc2ccccc2Cl)c2ccccc2n1,EtOH,NA,NA,NA,NA,33884,4.53
Nc1ccccc1-c1nc2ccccc2s1,MeOH,365,NA,NA,NA,13516,4.1308
Nc1ccccc1Cc1c2[nH]c3ccccc3c2c(Cc2ccccc2N)c2[nH]c3ccccc3c12,Dioxane,NA,NA,NA,NA,56234,4.75
Nc1ccccc1Cc1ccccn1,EtOH,NA,NA,NA,NA,10000,4
Nc1ccccc1Cc1nc2ccccc2cc1-c1c[nH]c2ccccc12,EtOH,NA,NA,NA,NA,70794,4.85
Nc1ccccc1Cc1nc2ccccc2cc1-c1cc2ccccc2[nH]1,EtOH,NA,NA,NA,NA,63095,4.8
Nc1ccccc1CCC1=c2ccc3n2[Zn+2]n2c(ccc2C(c2ccccc2)=C2C=CC(=N2)C=3c2ccccc2)C(c2ccccc2)=C2C=CC1=N2,CH2Cl2,NA,NA,NA,NA,208930,5.32
Nc1ccccc1CCc1c2nc(c(-c3ccccc3)c3ccc([nH]3)c(-c3ccccc3)c3nc(c(-c4ccccc4)c4ccc1[nH]4)C=C3)C=C2,CH2Cl2,NA,NA,NA,NA,316228,5.5
NC1CCCCC1N,H2O,393,NA,NA,NA,NA,NA
Nc1ccccc1Nc1c2ccccc2nc2ccccc12,EtOH,NA,NA,NA,NA,12589,4.1
Nc1ccccn1,DMSO,310,NA,NA,NA,NA,NA
Nc1cnc2ccccc2c1,DMSO,355,NA,NA,NA,NA,NA
Nc1cnccn1,DMSO,321,383,62,0.4,NA,NA
Nc1n[n+]([O-])c2cc(F)ccc2[n+]1[O-],MeCN,489,573,84,0.0077,7129,3.853
Nc1n[n+]([O-])c2cc(F)ccc2[n+]1[O-],H2O,468,562,94,0.003,6412,3.807
Nc1n[n+]([O-])c2ccccc2[n+]1[O-],MeCN,477,505,28,0.006,7362,3.867
Nc1n[n+]([O-])c2ccccc2[n+]1[O-],H2O,457,545,88,0.0033,6109,3.786
Nc1nc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)n1,Toluene,417,467,50,0.88,74000,4.8692
Nc1nc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)n1,CHCl3,432,526,94,0.73,54000,4.7324
Nc1nc(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)cc1Cc1ccc([N+](=O)[O-])cc1,MeOH,NA,NA,NA,NA,13250,4.1222
Nc1nc(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)cc1Cc1ccccc1,MeOH,NA,NA,NA,NA,10500,4.0212
Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1-c1ccco1,Ethyl acetate,310,NA,NA,NA,NA,NA
Nc1nc(-c2ccc(NC(=O)c3ccccc3)cc2)c(N=Nc2ccc([N+](=O)[O-])cc2)s1,DMSO,537,NA,NA,NA,NA,NA
Nc1nc(-c2ccc(NC(=O)c3ccccc3)cc2)c(N=Nc2ccc(Br)cc2)s1,DMSO,487,NA,NA,NA,NA,NA
Nc1nc(-c2ccc(NC(=O)c3ccccc3)cc2)c(N=Nc2ccc(Cl)cc2)s1,DMSO,487,NA,NA,NA,NA,NA
Nc1nc(-c2ccc(NC(=O)c3ccccc3)cc2)c(N=Nc2cccc([N+](=O)[O-])c2)s1,DMSO,493,NA,NA,NA,NA,NA
Nc1nc(-c2ccc(NC(=O)c3ccccc3)cc2)c(N=Nc2cccc(Cl)c2)s1,DMSO,486,NA,NA,NA,NA,NA
Nc1nc(-c2ccc(NC(=O)c3ccccc3)cc2)c(N=Nc2ccccc2)s1,DMSO,478,NA,NA,NA,NA,NA
Nc1nc(-c2ccc(NC(=O)c3ccccc3)cc2)c(N=Nc2ccccc2[N+](=O)[O-])s1,DMSO,505,NA,NA,NA,NA,NA
Nc1nc(-c2ccc(NC(=O)c3ccccc3)cc2)c(N=Nc2ccccc2Cl)s1,DMSO,492,NA,NA,NA,NA,NA
Nc1nc(-c2ccccc2)c2c(c1Cc1ccccc1)CCc1ccccc1-2,EtOH,NA,NA,NA,NA,42658,4.63
Nc1nc(-c2ccccc2)c2c(c1Cc1ccccc1)CCCC2,EtOH,NA,NA,NA,NA,38904,4.59
Nc1nc(Cc2ccccc2)n([C@@H]2O[C@H](COC(=O)c3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)c(=O)n1,MeOH,NA,NA,NA,NA,53703,4.73
Nc1nc(CCO)c(-c2ccc(O)cc2)nc1Cc1ccccc1,MeOH,NA,NA,NA,NA,14300,4.1553
Nc1nc(N)c(/N=N/c2ccc([N+](=O)[O-])cc2)c(NNC(=O)c2cc3ccccc3oc2=O)n1,MeOH,405,NA,NA,NA,NA,NA
Nc1nc(N)c(/N=N/c2ccc(Br)cc2)c(NNC(=O)c2cc3c(ccc4ccccc43)oc2=O)n1,MeOH,379,NA,NA,NA,NA,NA
Nc1nc(N)c(/N=N/c2ccc(Br)cc2)c(NNC(=O)c2cc3ccccc3oc2=O)n1,MeOH,365,NA,NA,NA,NA,NA
Nc1nc(N)c(/N=N/c2ccc(Cl)cc2)c(NNC(=O)c2cc3ccccc3oc2=O)n1,MeOH,365,NA,NA,NA,NA,NA
Nc1nc(N)c(Cc2ccccc2C(=O)c2ccccc2)c(N)n1,MeOH,NA,NA,NA,NA,20417,4.31
Nc1nc(N)c2[nH]cc(Cc3ccccc3)c2n1,MeOH,NA,NA,NA,NA,21400,4.3304
Nc1nc(O)c(C(c2ccc([N+](=O)[O-])cc2)c2c(O)nc(N)nc2O)c(O)n1,EtOH,NA,NA,NA,NA,26915,4.43
Nc1nc(O)c(C(c2cccc(O)c2)c2c(O)nc(N)nc2O)c(O)n1,EtOH,NA,NA,NA,NA,12302,4.09
Nc1nc2c([nH]c(=O)n2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,H2O,295,354,59,0.00013,NA,NA
Nc1nc2c(c(=O)[nH]1)N=C(Cc1ccccc1)NN2,H2O,NA,NA,NA,NA,12300,4.0899
Nc1nc2c(Cc3cc(Cl)cc(Cl)c3Cl)c[nH]c2c(=O)[nH]1,H2O,NA,NA,NA,NA,9700,3.9868
Nc1nc2c(Cc3ccc(Cl)c(Cl)c3)c[nH]c2c(=O)[nH]1,H2O,NA,NA,NA,NA,10600,4.0253
Nc1nc2c(Cc3ccc(Cl)cc3)c[nH]c2c(=O)[nH]1,H2O,NA,NA,NA,NA,11500,4.0607
Nc1nc2c(Cc3ccc(I)cc3)c[nH]c2c(=O)[nH]1,H2O,NA,NA,NA,NA,36200,4.5587
Nc1nc2c(Cc3ccc(O)cc3)c[nH]c2c(=O)[nH]1,H2O,NA,NA,NA,NA,25700,4.4099
Nc1nc2c(Cc3cccc(C(F)(F)F)c3)c[nH]c2c(=O)[nH]1,H2O,NA,NA,NA,NA,21500,4.3324
Nc1nc2c(Cc3cccc(Cl)c3)c[nH]c2c(=O)[nH]1,H2O,NA,NA,NA,NA,10400,4.017
Nc1nc2c(Cc3cccc(F)c3)c[nH]c2c(=O)[nH]1,H2O,NA,NA,NA,NA,22000,4.3424
Nc1nc2c(Cc3cccc(O)c3)c[nH]c2c(=O)[nH]1,H2O,NA,NA,NA,NA,12500,4.0969
Nc1nc2c(Cc3cccc(OCc4ccccc4)c3)c[nH]c2c(=O)[nH]1,H2O,NA,NA,NA,NA,11200,4.0492
Nc1nc2c(Cc3ccccc3)c[nH]c2c(=O)[nH]1,H2O,NA,NA,NA,NA,21000,4.3222
Nc1nc2c(Cc3ccccc3Cl)c[nH]c2c(=O)[nH]1,H2O,NA,NA,NA,NA,23800,4.3766
Nc1nc2c(nc(-c3ccco3)n2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,Ethyl acetate,294,NA,NA,NA,NA,NA
Nc1nc2c(nc1Cc1ccccc1)-c1c(cc(OCc3ccccc3)cc1OCc1ccccc1)CC2,MeOH,NA,NA,NA,NA,18800,4.2742
Nc1nc2c(nc1Cc1ccccc1)-c1ccc(O)cc1C2,MeOH,NA,NA,NA,NA,18500,4.2672
Nc1nc2c(nc1Cc1ccccc1)-c1ccc(O)cc1CCC2,MeOH,NA,NA,NA,NA,27200,4.4346
Nc1nc2c(nc1Cc1ccccc1)-c1ccc(OCc3ccccc3)cc1CC2,MeOH,NA,NA,NA,NA,23500,4.3711
Nc1nc2ccc([N+](=O)[O-])cc2s1,MeCN,355,NA,NA,NA,12400,4.0934
Nc1nc2ccc([N+](=O)[O-])cc2s1,CH2Cl2,346,NA,NA,NA,13300,4.1239
Nc1nc2ccc(Br)cc2s1,MeCN,269,NA,NA,NA,15400,4.1875
Nc1nc2ccc(Br)cc2s1,CH2Cl2,268,NA,NA,NA,18100,4.2577
Nc1nc2ccc(F)cc2[n+]([O-])n1,MeCN,415,491,76,0.2994,6412,3.807
Nc1nc2ccc(F)cc2[n+]([O-])n1,H2O,422,526,104,0.0244,5610,3.749
Nc1nc2ccccc2[n+]([O-])n1,MeCN,407,478,71,0.1686,5585,3.747
Nc1nc2ccccc2[n+]([O-])n1,H2O,415,521,106,0.0367,5636,3.751
Nc1ncc(-c2ccc(O)cc2)nc1Cc1ccccc1,EtOH,NA,NA,NA,NA,22800,4.3579
Nc1ncc(CCc2ccccc2)nc1Cc1ccccc1,MeOH,NA,NA,NA,NA,18620,4.27
Nc1ncc(OS(=O)(=O)C(F)(F)F)nc1Cc1ccccc1,MeOH,NA,NA,NA,NA,3162,3.5
Nc1ncc2[nH]cnc2n1,EtOH,310,NA,NA,NA,NA,NA
Nc1ncc2nc[nH]c2n1,H2O,290,380,90,NA,NA,NA
Nc1ncccc1Cc1ccc(Cl)cc1,MeOH,NA,NA,NA,NA,10233,4.01
Nc1ncccc1Cc1ccccc1,MeOH,NA,NA,NA,NA,10233,4.01
Nc1ncccn1,DMSO,296,350,54,0.005,NA,NA
Nc1ncnc2[nH]nc(Cc3ccccc3)c12,EtOH,NA,NA,NA,NA,8912,3.95
Nc1ncnc2c(Cc3ccccc3)ncn12,EtOH,NA,NA,NA,NA,8970,3.9528
Nc1ncnc2c1c(-c1ccc3ccccc3c1)nn2[C@H]1C[C@H](O)[C@@H](CO)O1,Dioxane,NA,359,NA,0.11,NA,NA
Nc1ncnc2c1c(-c1ccc3ccccc3c1)nn2[C@H]1C[C@H](O)[C@@H](CO)O1,Ethyl acetate,NA,358,NA,0.08,NA,NA
Nc1ncnc2c1c(-c1ccc3ccccc3c1)nn2[C@H]1C[C@H](O)[C@@H](CO)O1,DMF,NA,361,NA,0.13,NA,NA
Nc1ncnc2c1c(-c1ccc3ccccc3c1)nn2[C@H]1C[C@H](O)[C@@H](CO)O1,DMSO,NA,363,NA,0.15,NA,NA
Nc1ncnc2c1c(-c1ccc3ccccc3c1)nn2[C@H]1C[C@H](O)[C@@H](CO)O1,MeCN,NA,360,NA,0.1,NA,NA
Nc1ncnc2c1c(-c1ccc3ccccc3c1)nn2[C@H]1C[C@H](O)[C@@H](CO)O1,EtOH,NA,364,NA,0.14,NA,NA
Nc1ncnc2c1c(-c1ccc3ccccc3c1)nn2[C@H]1C[C@H](O)[C@@H](CO)O1,MeOH,NA,362,NA,0.14,NA,NA
Nc1ncnc2c1c(CCc1c3ccccc3cc3ccccc13)cn2[C@H]1C[C@H](O)[C@@H](CO)O1,Ethyl acetate,405,465,60,0.52,NA,NA
Nc1ncnc2c1c(CCc1c3ccccc3cc3ccccc13)cn2[C@H]1C[C@H](O)[C@@H](CO)O1,CHCl3,407,443,36,0.71,NA,NA
Nc1ncnc2c1c(CCc1c3ccccc3cc3ccccc13)cn2[C@H]1C[C@H](O)[C@@H](CO)O1,MeCN,405,468,63,0.4,NA,NA
Nc1ncnc2c1c(CCc1c3ccccc3cc3ccccc13)cn2[C@H]1C[C@H](O)[C@@H](CO)O1,EtOH,405,441,36,0.5,NA,NA
Nc1ncnc2c1c(CCc1c3ccccc3cc3ccccc13)cn2[C@H]1C[C@H](O)[C@@H](CO)O1,MeOH,403,440,37,0.41,NA,NA
Nc1ncnc2c1c(CCc1ccc3ccccc3c1)cn2[C@H]1C[C@H](O)[C@@H](CO)O1,Ethyl acetate,318,383,65,NA,NA,NA
Nc1ncnc2c1c(CCc1ccc3ccccc3c1)cn2[C@H]1C[C@H](O)[C@@H](CO)O1,CHCl3,319,374,55,NA,NA,NA
Nc1ncnc2c1c(CCc1ccc3ccccc3c1)cn2[C@H]1C[C@H](O)[C@@H](CO)O1,MeCN,318,400,82,NA,NA,NA
Nc1ncnc2c1c(CCc1ccc3ccccc3c1)cn2[C@H]1C[C@H](O)[C@@H](CO)O1,EtOH,318,371,53,NA,NA,NA
Nc1ncnc2c1c(CCc1ccc3ccccc3c1)cn2[C@H]1C[C@H](O)[C@@H](CO)O1,MeOH,315,377,62,NA,NA,NA
Nc1ncnc2c1c(-n1cc(Cc3ccccc3)nn1)nn2[C@H]1C[C@H](O)[C@@H](CO)O1,MeOH,NA,NA,NA,NA,13800,4.1399
Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,Toluene,519,NA,NA,NA,NA,NA
Nc1nn2c(-c3ccccc3)ccnc2c1N=Nc1ccc([N+](=O)[O-])cc1,Cyclohexane,415,NA,NA,NA,NA,NA
Nc1nn2c(-c3ccccc3)ccnc2c1N=Nc1ccc(Cl)cc1,Cyclohexane,410,NA,NA,NA,NA,NA
Nc1nn2c(-c3ccccc3)ccnc2c1N=Nc1ccccc1,Cyclohexane,430,NA,NA,NA,NA,NA
Nc1nn2c(Cc3ccccc3)nnc2s1,EtOH,NA,NA,NA,NA,20893,4.32
Nc1on[n+](CCCc2ccccc2)c1Cc1c(N)on[n+]1CCCc1ccccc1,MeOH,NA,NA,NA,NA,12023,4.08
NCC(/C=N/O)=C\c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CH2Cl2,426,575,149,0.65,NA,NA
NCC(/N=C/c1ccccc1O)=C(CN)/N=C/c1ccccc1O,MeCN,374,553,179,0.017,29500,4.4698
NCC(=C(c1ccccc1)c1ccc(CCC2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1)c1ccccc1,MeCN,541,NA,NA,NA,18480,4.2667
NCC(=C(c1ccccc1)c1ccc(CCC2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1)c1ccccc1,CH2Cl2,546,NA,NA,NA,18320,4.2629
NCC(=C(c1ccccc1)c1ccc(CCC2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1)c1ccccc1,Cyclohexane,549,NA,NA,NA,18210,4.2603
NCC(=C(c1ccccc1)c1ccc(CCC2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1)c1ccccc1,THF,546,NA,NA,NA,NA,NA
NCC(=C(c1ccccc1)c1ccccc1)c1ccc(CCC2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1,MeCN,541,NA,NA,NA,18480,4.2667
NCC(=C(c1ccccc1)c1ccccc1)c1ccc(CCC2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1,CH2Cl2,547,NA,NA,NA,18280,4.262
NCC(=C(c1ccccc1)c1ccccc1)c1ccc(CCC2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1,Cyclohexane,550,NA,NA,NA,18180,4.2596
NCC(=C(c1ccccc1)c1ccccc1)c1ccc(CCC2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1,THF,547,NA,NA,NA,NA,NA
NCC(=C[c-]1cccc1)c1ccc([N+](=O)[O-])cc1,CHCl3,542,NA,NA,NA,4646,3.6671
NCC(=C[c-]1cccc1)c1ccc(C(F)(F)F)cc1,CHCl3,512,NA,NA,NA,2705,3.4322
NCC(=C[c-]1cccc1)c1ccc(Cl)cc1,MeCN,502,NA,NA,NA,2380,3.3766
NCC(=CC(=C(CN)CN)c1ccc(N(c2ccccc2)c2ccccc2)cc1)CN,CH2Cl2,600,NA,NA,0.52,NA,NA
NCC(=CC(c1ccc(N(c2ccccc2)c2ccccc2)cc1)=c1ccc(=C(CN)CN)cc1)CN,CH2Cl2,750,NA,NA,0.61,NA,NA
NCC(=CC1=C2Oc3cc(O)c(Cl)cc3C(c3ccccc3C(=O)O)=C2CCC1)CN,Acetone,NA,NA,NA,NA,29055,4.4632
NCC(=CC1=C2Oc3cc(O)c(Cl)cc3C(c3ccccc3C(=O)O)=C2CCC1)CN,MeCN,NA,NA,NA,NA,28240,4.4509
NCC(=CC1=C2Oc3cc(O)c(Cl)cc3C(c3ccccc3C(=O)O)=C2CCC1)CN,DMF,NA,NA,NA,NA,26360,4.4209
NCC(=CC1=C2Oc3cc(O)c(Cl)cc3C(c3ccccc3C(=O)O)=C2CCC1)CN,H2O,NA,NA,NA,NA,37070,4.569
NCC(=CC1=C2Oc3cc(O)c(Cl)cc3C(c3ccccc3C(=O)O)=C2CCC1)CN,THF,NA,NA,NA,NA,30255,4.4808
NCC(=CC1=C2Oc3cc(O)c(Cl)cc3C(c3ccccc3C(=O)O)=C2CCC1)CN,MeOH,NA,NA,NA,NA,33895,4.5301
NCC(=CC1=C2Oc3cc(O)c(Cl)cc3C(c3ccccc3C(=O)O)=C2CCC1)CN,EtOH,NA,NA,NA,NA,31345,4.4962
NCC(=CC1=CC2=C(c3ccccc3)c3c(-c4ccccc4)c(-c4ccccc4)c4n3[Ni+2]n3c(c(-c5ccccc5)c(-c5ccccc5)c3=C(c3ccccc3)C1=N2)=C(c1ccccc1)C1=NC(=C4c2ccccc2)C=C1)CN,CH2Cl2,NA,NA,NA,NA,158489,5.2
NCC(=CC1=CC2=C(c3ccccc3)c3ccc4n3[Ni+2]n3c(ccc3=C(c3ccccc3)C1=N2)=C(c1ccccc1)C1=NC(=C4c2ccccc2)C=C1)C(=O)O,CH2Cl2,NA,NA,NA,NA,112202,5.05
NCC(=CC1=CC2=C(c3ccccc3)c3ccc4n3[Ni+2]n3c(ccc3=C(c3ccccc3)C1=N2)=C(c1ccccc1)C1=NC(=C4c2ccccc2)C=C1)CN,CH2Cl2,NA,NA,NA,NA,151356,5.18
NCC(=CC1=CC2=C(c3ccccc3)c3ccc4n3[Ni+2]n3c(ccc3=C(c3ccccc3)C3=NC(=C4c4ccccc4)C(Br)=C3Br)=C(c3ccccc3)C1=N2)CN,CH2Cl2,NA,NA,NA,NA,162181,5.21
NCC(=CC1=CC2=C(c3ccccc3)c3ccc4n3[Zn+2]n3c(ccc3=C(c3ccccc3)C1=N2)=C(c1ccccc1)C1=NC(=C4c2ccccc2)C=C1)C(=O)O,CH2Cl2,NA,NA,NA,NA,177828,5.25
NCC(=CC1=CC2=NC1=C(c1ccccc1)c1ccc3n1[Zn+2]n1c(ccc1=C2c1ccccc1)=C(c1ccccc1)C1=NC(=C3c2ccccc2)C=C1)C(=O)O,THF,NA,NA,NA,NA,174000,5.2405
NCC(=CC1=CC2=NC1=C(c1ccccc1)c1ccc3n1[Zn+2]n1c(ccc1=C2c1ccccc1)=C(c1ccccc1)C1=NC(=C3c2ccccc2)C=C1)C(=O)O,Toluene,NA,NA,NA,NA,104000,5.017
NCC(=Cc1c2ccccc2cc2ccccc12)c1ccc(N(c2ccccc2)c2cccc3ccccc23)cc1,THF,401,NA,NA,NA,NA,NA
NCC(=Cc1c2ccccc2cc2ccccc12)c1ccc(N(c2ccccc2)c2ccccc2)cc1,THF,403,NA,NA,NA,NA,NA
NCC(=Cc1cc(-c2ccc(C=C(CN)c3ccc(-c4ccc(Cl)cc4)cc3)cc2)cs1)c1ccccc1,THF,366,NA,NA,NA,NA,NA
NCC(=Cc1cc(-c2ccc(C=C(CN)c3ccc(-c4ccc5ccccc5c4)cc3)cc2)cs1)c1ccccc1,THF,361,NA,NA,NA,NA,NA
NCC(=Cc1cc(-c2ccc(C=C(CN)c3ccc(-c4cccc5ccccc45)cc3)cc2)cs1)c1ccccc1,THF,364,NA,NA,NA,NA,NA
NCC(=Cc1cc(-c2ccc(C=C(CN)c3ccc(-c4ccccc4)cc3)cc2)cs1)c1ccccc1,THF,366,NA,NA,NA,NA,NA
NCC(=Cc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1)C(=O)O,THF,430,570,140,0.75,NA,NA
NCC(=Cc1cc2ccc3ccccc3c2[nH]c1=O)c1ccc([N+](=O)[O-])cc1,THF,NA,NA,NA,NA,16700,4.2227
NCC(=Cc1cc2ccc3ccccc3c2[nH]c1=O)c1ccc([N+](=O)[O-])cc1,CHCl3,NA,NA,NA,NA,15400,4.1875
NCC(=Cc1cc2ccc3ccccc3c2[nH]c1=O)c1ccc([N+](=O)[O-])cc1,DMF,NA,NA,NA,NA,10200,4.0086
NCC(=Cc1cc2sc(-c3ccc(N(c4ccccc4)c4cccc5ccccc45)c4nc(-c5ccccc5)c(-c5ccccc5)nc34)cc2s1)C(=O)O,DMF,503,NA,NA,NA,NA,NA
NCC(=Cc1cc2sc(-c3ccco3)cc2s1)C(=O)O,EtOH,398,469,71,0.61,NA,NA
NCC(=Cc1cc2sc(-c3cccs3)cc2s1)C(=O)O,EtOH,399,476,77,0.63,NA,NA
NCC(=Cc1ccc(/C=C/c2ccc(-c3cc4ccccc4s3)s2)cc1)CN,Acetone,439,644,205,0.08,NA,NA
NCC(=Cc1ccc(/C=C/c2ccc(-c3cc4ccccc4s3)s2)cc1)CN,DMF,447,675,228,0.05,NA,NA
NCC(=Cc1ccc(/C=C/c2ccc(-c3cc4ccccc4s3)s2)cc1)CN,DMSO,452,682,230,0.04,NA,NA
NCC(=Cc1ccc(/C=C/c2ccc(-c3cc4ccccc4s3)s2)cc1)CN,Ethyl acetate,436,603,167,0.14,NA,NA
NCC(=Cc1ccc(/C=C/c2ccc(-c3cc4ccccc4s3)s2)cc1)CN,THF,441,615,174,0.1,NA,NA
NCC(=Cc1ccc(-[c-]2cccc2)s1)CN,Acetone,555,NA,NA,NA,6500,3.8129
NCC(=Cc1ccc([N+](=O)[O-])cc1)CN,MeOH,310,NA,NA,NA,NA,NA
NCC(=Cc1ccc(C=Cc2ccc(N(c3ccccc3)c3ccc(/C=C/c4ccc(C=C(CN)C(=O)O)s4)cc3)cc2)s1)C(=O)O,EtOH,468,NA,NA,0.73,NA,NA
NCC(=Cc1ccc(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)s1)C(=O)O,THF,476,NA,NA,0.65,NA,NA
NCC(=Cc1ccc(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)s1)C(=O)O,EtOH,441,NA,NA,0.73,NA,NA
NCC(=Cc1ccc(C=Cc2ccc(N3c4ccccc4C=Cc4ccccc43)cc2)s1)C(=O)O,CH2Cl2,498,NA,NA,0.68,NA,NA
NCC(=Cc1ccc(C=Cc2ccc(N3c4ccccc4CCc4ccccc43)cc2)s1)C(=O)O,CH2Cl2,467,NA,NA,0.69,NA,NA
